<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
OTP,0,20140121,093023,4473,800
OTP,0,20140121,093034,4470,70
OTP,0,20140121,093051,4470,150
OTP,0,20140121,093122,4470,68
OTP,0,20140121,093135,4470,1000
OTP,0,20140121,093138,4470,1245
OTP,0,20140121,093154,4470,200
OTP,0,20140121,093158,4470,110
OTP,0,20140121,093201,4471,122
OTP,0,20140121,093201,4473,208
OTP,0,20140121,093201,4474,670
OTP,0,20140121,093210,4474,340
OTP,0,20140121,093210,4475,548
OTP,0,20140121,093210,4477,112
OTP,0,20140121,093210,4477,138
OTP,0,20140121,093210,4478,862
OTP,0,20140121,093210,4478,915
OTP,0,20140121,093210,4479,85
OTP,0,20140121,093210,4479,941
OTP,0,20140121,093210,4480,59
OTP,0,20140121,093211,4480,1000
OTP,0,20140121,093211,4480,577
OTP,0,20140121,093228,4480,200
OTP,0,20140121,093241,4482,20
OTP,0,20140121,093241,4485,203
OTP,0,20140121,093256,4484,23
OTP,0,20140121,093256,4485,432
OTP,0,20140121,093256,4486,50
OTP,0,20140121,093256,4487,100
OTP,0,20140121,093256,4488,85
OTP,0,20140121,093310,4485,500
OTP,0,20140121,093312,4485,500
OTP,0,20140121,093316,4487,617
OTP,0,20140121,093316,4488,883
OTP,0,20140121,093321,4485,250
OTP,0,20140121,093321,4488,182
OTP,0,20140121,093321,4489,1919
OTP,0,20140121,093321,4490,4312
OTP,0,20140121,093326,4485,275
OTP,0,20140121,093332,4490,20
OTP,0,20140121,093343,4489,500
OTP,0,20140121,093343,4490,500
OTP,0,20140121,093345,4490,500
OTP,0,20140121,093355,4485,1475
OTP,0,20140121,093400,4485,8
OTP,0,20140121,093404,4480,500
OTP,0,20140121,093411,4480,500
OTP,0,20140121,093420,4475,100
OTP,0,20140121,093436,4475,900
OTP,0,20140121,093449,4472,170
OTP,0,20140121,093504,4472,1000
OTP,0,20140121,093510,4472,187
OTP,0,20140121,093633,4471,47
OTP,0,20140121,093646,4471,153
OTP,0,20140121,093646,4470,1847
OTP,0,20140121,093811,4474,600
OTP,0,20140121,093811,4475,900
OTP,0,20140121,093847,4476,1816
OTP,0,20140121,093852,4476,17
OTP,0,20140121,093912,4480,50
OTP,0,20140121,093931,4480,450
OTP,0,20140121,093931,4476,1167
OTP,0,20140121,093931,4475,96
OTP,0,20140121,093948,4483,950
OTP,0,20140121,093948,4484,4179
OTP,0,20140121,094006,4484,2000
OTP,0,20140121,094006,4484,821
OTP,0,20140121,094020,4489,874
OTP,0,20140121,094020,4490,126
OTP,0,20140121,094021,4490,1000
OTP,0,20140121,094023,4490,1000
OTP,0,20140121,094028,4490,1000
OTP,0,20140121,094046,4488,5
OTP,0,20140121,094046,4490,749
OTP,0,20140121,094046,4491,200
OTP,0,20140121,094046,4492,120
OTP,0,20140121,094046,4493,363
OTP,0,20140121,094050,4490,3000
OTP,0,20140121,094050,4494,1132
OTP,0,20140121,094050,4495,16872
OTP,0,20140121,094050,4496,435
OTP,0,20140121,094050,4498,2946
OTP,0,20140121,094055,4499,3878
OTP,0,20140121,094100,4500,2500
OTP,0,20140121,094108,4499,1000
OTP,0,20140121,094120,4498,100
OTP,0,20140121,094120,4499,3167
OTP,0,20140121,094120,4500,21733
OTP,0,20140121,094122,4499,100
OTP,0,20140121,094122,4500,900
OTP,0,20140121,094122,4500,1000
OTP,0,20140121,094123,4500,1000
OTP,0,20140121,094123,4500,1000
OTP,0,20140121,094123,4500,1000
OTP,0,20140121,094123,4500,1000
OTP,0,20140121,094123,4500,1000
OTP,0,20140121,094123,4500,1000
OTP,0,20140121,094124,4500,1000
OTP,0,20140121,094125,4500,1000
OTP,0,20140121,094125,4500,1000
OTP,0,20140121,094126,4500,1000
OTP,0,20140121,094126,4500,1000
OTP,0,20140121,094126,4500,1000
OTP,0,20140121,094126,4500,5026
OTP,0,20140121,094142,4500,10000
OTP,0,20140121,094143,4501,421
OTP,0,20140121,094143,4502,330
OTP,0,20140121,094143,4503,46
OTP,0,20140121,094143,4505,4008
OTP,0,20140121,094157,4505,195
OTP,0,20140121,094211,4500,179
OTP,0,20140121,094213,4500,100
OTP,0,20140121,094316,4490,20
OTP,0,20140121,094316,4491,1439
OTP,0,20140121,094336,4491,5
OTP,0,20140121,094341,4491,36
OTP,0,20140121,094426,4490,30
OTP,0,20140121,094500,4485,200
OTP,0,20140121,094531,4485,550
OTP,0,20140121,094535,4484,668
OTP,0,20140121,094550,4485,150
OTP,0,20140121,094607,4485,75
OTP,0,20140121,094610,4490,10
OTP,0,20140121,094644,4485,275
OTP,0,20140121,094644,4484,521
OTP,0,20140121,094649,4484,500
OTP,0,20140121,094653,4484,500
OTP,0,20140121,094704,4481,700
OTP,0,20140121,094708,4480,300
OTP,0,20140121,094729,4481,500
OTP,0,20140121,094729,4480,1500
OTP,0,20140121,094806,4480,30
OTP,0,20140121,094826,4480,130
OTP,0,20140121,094918,4480,1470
OTP,0,20140121,094958,4481,313
OTP,0,20140121,095010,4484,414
OTP,0,20140121,095120,4489,500
OTP,0,20140121,095120,4490,321
OTP,0,20140121,095218,4482,41
OTP,0,20140121,095310,4482,145
OTP,0,20140121,095323,4482,55
OTP,0,20140121,095327,4482,10
OTP,0,20140121,095357,4482,237
OTP,0,20140121,095509,4482,708
OTP,0,20140121,095509,4481,387
OTP,0,20140121,095509,4480,2905
OTP,0,20140121,095523,4480,1000
OTP,0,20140121,095536,4480,175
OTP,0,20140121,095600,4480,750
OTP,0,20140121,095856,4479,1000
OTP,0,20140121,095905,4479,1000
OTP,0,20140121,095905,4479,485
OTP,0,20140121,095905,4480,75
OTP,0,20140121,095908,4480,143
OTP,0,20140121,095953,4484,30
OTP,0,20140121,095953,4485,770
OTP,0,20140121,095956,4485,750
OTP,0,20140121,095958,4483,320
OTP,0,20140121,100036,4483,430
OTP,0,20140121,100036,4482,1000
OTP,0,20140121,100036,4480,5291
OTP,0,20140121,100105,4481,100
OTP,0,20140121,100149,4481,130
OTP,0,20140121,100345,4482,357
OTP,0,20140121,100359,4481,770
OTP,0,20140121,100403,4481,230
OTP,0,20140121,100503,4481,658
OTP,0,20140121,100507,4480,1842
OTP,0,20140121,100533,4480,40
OTP,0,20140121,100533,4480,1763
OTP,0,20140121,100731,4483,80
OTP,0,20140121,100747,4483,20
OTP,0,20140121,100747,4482,100
OTP,0,20140121,100747,4480,130
OTP,0,20140121,100810,4484,85
OTP,0,20140121,100810,4488,93
OTP,0,20140121,100810,4489,891
OTP,0,20140121,100810,4490,7779
OTP,0,20140121,100915,4490,1000
OTP,0,20140121,100919,4482,300
OTP,0,20140121,101018,4490,1350
OTP,0,20140121,101024,4490,1000
OTP,0,20140121,101226,4491,9
OTP,0,20140121,101245,4485,100
OTP,0,20140121,101245,4490,100
OTP,0,20140121,101246,4490,100
OTP,0,20140121,101249,4490,1900
OTP,0,20140121,101316,4490,1834
OTP,0,20140121,101413,4490,2699
OTP,0,20140121,101414,4490,80
OTP,0,20140121,101414,4490,1940
OTP,0,20140121,101417,4491,200
OTP,0,20140121,101517,4490,50
OTP,0,20140121,101536,4491,391
OTP,0,20140121,101601,4491,50
OTP,0,20140121,101710,4492,21
OTP,0,20140121,101710,4494,1538
OTP,0,20140121,101907,4491,50
OTP,0,20140121,101938,4491,9
OTP,0,20140121,101938,4485,491
OTP,0,20140121,101942,4494,20
OTP,0,20140121,102122,4485,9
OTP,0,20140121,102150,4483,10
OTP,0,20140121,102150,4480,847
OTP,0,20140121,102230,4481,500
OTP,0,20140121,102234,4480,1587
OTP,0,20140121,102723,4480,21
OTP,0,20140121,102829,4480,290
OTP,0,20140121,103015,4480,330
OTP,0,20140121,103123,4484,3515
OTP,0,20140121,103218,4485,14
OTP,0,20140121,103235,4485,27
OTP,0,20140121,103235,4490,973
OTP,0,20140121,103250,4481,260
OTP,0,20140121,103305,4485,30
OTP,0,20140121,103305,4481,970
OTP,0,20140121,103404,4488,1
OTP,0,20140121,103616,4481,300
OTP,0,20140121,103639,4481,5
OTP,0,20140121,103722,4481,500
OTP,0,20140121,103742,4481,300
OTP,0,20140121,103802,4485,157
OTP,0,20140121,104012,4485,43
OTP,0,20140121,104012,4481,57
OTP,0,20140121,104105,4488,749
OTP,0,20140121,104105,4489,251
OTP,0,20140121,104105,4489,1000
OTP,0,20140121,104105,4489,799
OTP,0,20140121,104105,4490,201
OTP,0,20140121,104106,4490,1000
OTP,0,20140121,104106,4490,1000
OTP,0,20140121,104106,4490,1000
OTP,0,20140121,104106,4490,1003
OTP,0,20140121,104107,4490,1000
OTP,0,20140121,104112,4490,568
OTP,0,20140121,104152,4485,300
OTP,0,20140121,104429,4485,45
OTP,0,20140121,104429,4490,200
OTP,0,20140121,104504,4490,500
OTP,0,20140121,104537,4490,609
OTP,0,20140121,104640,4483,50
OTP,0,20140121,104719,4489,830
OTP,0,20140121,104808,4484,100
OTP,0,20140121,104838,4483,200
OTP,0,20140121,104856,4483,200
OTP,0,20140121,104946,4488,80
OTP,0,20140121,104946,4490,125
OTP,0,20140121,104957,4492,537
OTP,0,20140121,104957,4493,600
OTP,0,20140121,104957,4494,10412
OTP,0,20140121,104957,4495,7005
OTP,0,20140121,104958,4495,2888
OTP,0,20140121,105003,4495,1300
OTP,0,20140121,105003,4490,30
OTP,0,20140121,105025,4490,70
OTP,0,20140121,105025,4492,350
OTP,0,20140121,105025,4495,608
OTP,0,20140121,105043,4489,140
OTP,0,20140121,105109,4487,600
OTP,0,20140121,105142,4494,17
OTP,0,20140121,105142,4495,1983
OTP,0,20140121,105146,4490,120
OTP,0,20140121,105201,4490,50
OTP,0,20140121,105207,4490,20
OTP,0,20140121,105245,4494,125
OTP,0,20140121,105245,4495,875
OTP,0,20140121,105245,4495,1000
OTP,0,20140121,105245,4493,50
OTP,0,20140121,105245,4495,950
OTP,0,20140121,105245,4495,1000
OTP,0,20140121,105246,4495,1000
OTP,0,20140121,105246,4495,556
OTP,0,20140121,105246,4496,40
OTP,0,20140121,105246,4498,404
OTP,0,20140121,105246,4498,996
OTP,0,20140121,105246,4499,4
OTP,0,20140121,105247,4499,1517
OTP,0,20140121,105247,4499,1000
OTP,0,20140121,105247,4499,1000
OTP,0,20140121,105247,4499,1000
OTP,0,20140121,105247,4499,1000
OTP,0,20140121,105248,4499,203
OTP,0,20140121,105248,4500,797
OTP,0,20140121,105248,4500,1000
OTP,0,20140121,105250,4500,1000
OTP,0,20140121,105250,4500,1000
OTP,0,20140121,105251,4500,1000
OTP,0,20140121,105251,4500,1000
OTP,0,20140121,105252,4500,1000
OTP,0,20140121,105255,4500,1000
OTP,0,20140121,105255,4500,1484
OTP,0,20140121,105258,4500,1000
OTP,0,20140121,105300,4500,1000
OTP,0,20140121,105301,4500,10000
OTP,0,20140121,105301,4500,440
OTP,0,20140121,105326,4499,707
OTP,0,20140121,105333,4499,143
OTP,0,20140121,105333,4500,4857
OTP,0,20140121,105334,4495,160
OTP,0,20140121,105415,4500,1000
OTP,0,20140121,105415,4500,1712
OTP,0,20140121,105416,4500,1617
OTP,0,20140121,105423,4500,3783
OTP,0,20140121,105427,4500,3217
OTP,0,20140121,105430,4500,1783
OTP,0,20140121,105444,4500,5000
OTP,0,20140121,105444,4500,1903
OTP,0,20140121,105451,4500,5000
OTP,0,20140121,105452,4499,500
OTP,0,20140121,105453,4500,100
OTP,0,20140121,105456,4499,1176
OTP,0,20140121,105456,4498,824
OTP,0,20140121,105459,4498,48
OTP,0,20140121,105500,4498,4128
OTP,0,20140121,105500,4495,10872
OTP,0,20140121,105501,4500,2764
OTP,0,20140121,105504,4499,12
OTP,0,20140121,105504,4500,988
OTP,0,20140121,105512,4495,4128
OTP,0,20140121,105537,4490,50
OTP,0,20140121,105543,4495,5000
OTP,0,20140121,105545,4490,760
OTP,0,20140121,105545,4490,50
OTP,0,20140121,105604,4490,550
OTP,0,20140121,105611,4490,24
OTP,0,20140121,105632,4489,305
OTP,0,20140121,105632,4488,285
OTP,0,20140121,105714,4486,25
OTP,0,20140121,105835,4486,341
OTP,0,20140121,105949,4490,20
OTP,0,20140121,110041,4490,2000
OTP,0,20140121,110143,4490,1950
OTP,0,20140121,110155,4486,90
OTP,0,20140121,110155,4485,129
OTP,0,20140121,110430,4485,500
OTP,0,20140121,110642,4489,478
OTP,0,20140121,110642,4490,350
OTP,0,20140121,110741,4494,864
OTP,0,20140121,110741,4495,1636
OTP,0,20140121,110814,4495,172
OTP,0,20140121,110827,4495,1000
OTP,0,20140121,111008,4495,1006
OTP,0,20140121,111008,4496,50
OTP,0,20140121,111008,4497,470
OTP,0,20140121,111008,4498,2452
OTP,0,20140121,111008,4499,2010
OTP,0,20140121,111008,4500,4012
OTP,0,20140121,111008,4500,200
OTP,0,20140121,111009,4500,2944
OTP,0,20140121,111013,4500,5000
OTP,0,20140121,111015,4500,8671
OTP,0,20140121,111018,4500,250
OTP,0,20140121,111023,4501,650
OTP,0,20140121,111035,4501,1858
OTP,0,20140121,111039,4502,85
OTP,0,20140121,111039,4504,1100
OTP,0,20140121,111039,4505,315
OTP,0,20140121,111039,4501,2500
OTP,0,20140121,111044,4505,2000
OTP,0,20140121,111058,4503,1471
OTP,0,20140121,111058,4501,1029
OTP,0,20140121,111100,4505,2163
OTP,0,20140121,111101,4506,105
OTP,0,20140121,111102,4507,900
OTP,0,20140121,111142,4508,4079
OTP,0,20140121,111142,4506,2500
OTP,0,20140121,111143,4508,2186
OTP,0,20140121,111207,4507,17
OTP,0,20140121,111210,4507,200
OTP,0,20140121,111211,4507,183
OTP,0,20140121,111243,4506,180
OTP,0,20140121,111243,4505,1245
OTP,0,20140121,111256,4502,530
OTP,0,20140121,111320,4502,7
OTP,0,20140121,111336,4502,213
OTP,0,20140121,111336,4501,1377
OTP,0,20140121,111337,4501,1806
OTP,0,20140121,111350,4500,3000
OTP,0,20140121,111430,4500,1820
OTP,0,20140121,111519,4500,750
OTP,0,20140121,111746,4496,1752
OTP,0,20140121,111826,4492,300
OTP,0,20140121,111826,4491,200
OTP,0,20140121,112002,4491,57
OTP,0,20140121,112143,4495,1500
OTP,0,20140121,112349,4491,3313
OTP,0,20140121,112349,4490,1852
OTP,0,20140121,112355,4490,4835
OTP,0,20140121,112407,4487,26
OTP,0,20140121,112658,4490,387
OTP,0,20140121,112741,4494,1500
OTP,0,20140121,112752,4494,10
OTP,0,20140121,112752,4495,100
OTP,0,20140121,112752,4498,750
OTP,0,20140121,112752,4499,3732
OTP,0,20140121,112754,4500,4000
OTP,0,20140121,112754,4500,2305
OTP,0,20140121,112812,4499,5000
OTP,0,20140121,112824,4500,100
OTP,0,20140121,112826,4500,2000
OTP,0,20140121,112832,4500,1900
OTP,0,20140121,112834,4500,100
OTP,0,20140121,112847,4500,2000
OTP,0,20140121,112854,4500,1000
OTP,0,20140121,112858,4500,2000
OTP,0,20140121,112913,4500,1248
OTP,0,20140121,112924,4500,3000
OTP,0,20140121,112925,4500,752
OTP,0,20140121,112925,4499,408
OTP,0,20140121,112931,4499,1500
OTP,0,20140121,112934,4499,190
OTP,0,20140121,112937,4500,3000
OTP,0,20140121,112938,4501,300
OTP,0,20140121,112946,4500,200
OTP,0,20140121,112950,4500,1500
OTP,0,20140121,113009,4500,4000
OTP,0,20140121,113012,4500,1583
OTP,0,20140121,113017,4500,417
OTP,0,20140121,113033,4500,470
OTP,0,20140121,113104,4500,100
OTP,0,20140121,113154,4500,200
OTP,0,20140121,113222,4500,100
OTP,0,20140121,113227,4500,4000
OTP,0,20140121,113315,4503,200
OTP,0,20140121,113315,4504,20
OTP,0,20140121,113315,4505,4780
OTP,0,20140121,113315,4505,4761
OTP,0,20140121,113413,4501,100
OTP,0,20140121,113547,4501,100
OTP,0,20140121,113557,4501,550
OTP,0,20140121,113557,4500,650
OTP,0,20140121,113558,4500,300
OTP,0,20140121,113601,4500,100
OTP,0,20140121,113632,4501,30000
OTP,0,20140121,113714,4501,25
OTP,0,20140121,113715,4501,30
OTP,0,20140121,113730,4503,270
OTP,0,20140121,113730,4504,600
OTP,0,20140121,113730,4505,130
OTP,0,20140121,113741,4505,270
OTP,0,20140121,113747,4505,100
OTP,0,20140121,113755,4505,130
OTP,0,20140121,113755,4503,149
OTP,0,20140121,113800,4505,500
OTP,0,20140121,113800,4503,181
OTP,0,20140121,113807,4502,319
OTP,0,20140121,113846,4501,1445
OTP,0,20140121,113846,4500,3555
OTP,0,20140121,113855,4500,1522
OTP,0,20140121,113855,4500,1200
OTP,0,20140121,113935,4501,1050
OTP,0,20140121,113951,4501,500
OTP,0,20140121,114009,4501,950
OTP,0,20140121,114012,4501,1150
OTP,0,20140121,114019,4500,20
OTP,0,20140121,114021,4500,1000
OTP,0,20140121,114028,4500,2000
OTP,0,20140121,114032,4500,10
OTP,0,20140121,114045,4500,75
OTP,0,20140121,114101,4500,999
OTP,0,20140121,114125,4499,5
OTP,0,20140121,114132,4500,1
OTP,0,20140121,114210,4500,999
OTP,0,20140121,114222,4500,1
OTP,0,20140121,114400,4501,978
OTP,0,20140121,114410,4501,110
OTP,0,20140121,114603,4502,100
OTP,0,20140121,114603,4504,900
OTP,0,20140121,114634,4501,225
OTP,0,20140121,114804,4501,100
OTP,0,20140121,114907,4501,50
OTP,0,20140121,114939,4501,236
OTP,0,20140121,114941,4502,541
OTP,0,20140121,114941,4501,1000
OTP,0,20140121,114941,4500,459
OTP,0,20140121,115046,4500,25
OTP,0,20140121,115100,4500,25
OTP,0,20140121,115113,4500,292
OTP,0,20140121,115114,4500,50
OTP,0,20140121,115127,4500,720
OTP,0,20140121,115132,4500,10
OTP,0,20140121,115138,4500,10
OTP,0,20140121,115148,4500,20
OTP,0,20140121,115211,4500,2630
OTP,0,20140121,115302,4500,200
OTP,0,20140121,115319,4501,8
OTP,0,20140121,115320,4500,10
OTP,0,20140121,115346,4501,40
OTP,0,20140121,115418,4500,100
OTP,0,20140121,115524,4500,265
OTP,0,20140121,115550,4500,135
OTP,0,20140121,115557,4500,300
OTP,0,20140121,115632,4500,200
OTP,0,20140121,115633,4501,427
OTP,0,20140121,115654,4500,100
OTP,0,20140121,115705,4500,3
OTP,0,20140121,115834,4502,70
OTP,0,20140121,115834,4504,674
OTP,0,20140121,115834,4505,1256
OTP,0,20140121,115954,4505,2277
OTP,0,20140121,120001,4503,300
OTP,0,20140121,120012,4503,1609
OTP,0,20140121,120025,4503,391
OTP,0,20140121,120053,4503,600
OTP,0,20140121,120053,4503,60
OTP,0,20140121,120153,4503,82
OTP,0,20140121,120203,4503,200
OTP,0,20140121,120245,4507,200
OTP,0,20140121,120245,4508,4700
OTP,0,20140121,120245,4509,100
OTP,0,20140121,120324,4504,255
OTP,0,20140121,120342,4509,6301
OTP,0,20140121,120342,4510,43699
OTP,0,20140121,120342,4510,610
OTP,0,20140121,120343,4511,1427
OTP,0,20140121,120344,4512,2000
OTP,0,20140121,120344,4512,30
OTP,0,20140121,120344,4513,405
OTP,0,20140121,120344,4514,745
OTP,0,20140121,120344,4515,255
OTP,0,20140121,120344,4515,1000
OTP,0,20140121,120344,4515,1600
OTP,0,20140121,120344,4515,100
OTP,0,20140121,120344,4515,50
OTP,0,20140121,120348,4512,900
OTP,0,20140121,120348,4515,6991
OTP,0,20140121,120353,4515,1000
OTP,0,20140121,120356,4515,750
OTP,0,20140121,120356,4515,645
OTP,0,20140121,120406,4516,490
OTP,0,20140121,120406,4518,820
OTP,0,20140121,120406,4519,1185
OTP,0,20140121,120406,4520,20359
OTP,0,20140121,120406,4521,200
OTP,0,20140121,120406,4521,392
OTP,0,20140121,120406,4522,20
OTP,0,20140121,120406,4523,88
OTP,0,20140121,120406,4523,62
OTP,0,20140121,120406,4524,338
OTP,0,20140121,120406,4524,41
OTP,0,20140121,120406,4524,50
OTP,0,20140121,120406,4524,50
OTP,0,20140121,120406,4524,30
OTP,0,20140121,120409,4524,471
OTP,0,20140121,120412,4525,877
OTP,0,20140121,120412,4525,30
OTP,0,20140121,120412,4521,353
OTP,0,20140121,120413,4525,1718
OTP,0,20140121,120417,4526,225
OTP,0,20140121,120417,4525,200
OTP,0,20140121,120419,4525,3000
OTP,0,20140121,120420,4527,15
OTP,0,20140121,120422,4527,106
OTP,0,20140121,120426,4527,100
OTP,0,20140121,120427,4527,695
OTP,0,20140121,120429,4528,1943
OTP,0,20140121,120429,4529,280
OTP,0,20140121,120429,4530,2777
OTP,0,20140121,120429,4530,1408
OTP,0,20140121,120429,4531,100
OTP,0,20140121,120429,4532,20
OTP,0,20140121,120429,4533,472
OTP,0,20140121,120433,4533,8
OTP,0,20140121,120436,4533,738
OTP,0,20140121,120436,4533,12
OTP,0,20140121,120436,4530,375
OTP,0,20140121,120437,4530,625
OTP,0,20140121,120441,4529,2008
OTP,0,20140121,120442,4534,300
OTP,0,20140121,120444,4535,797
OTP,0,20140121,120444,4534,450
OTP,0,20140121,120444,4535,128
OTP,0,20140121,120447,4535,282
OTP,0,20140121,120455,4530,1000
OTP,0,20140121,120457,4534,10
OTP,0,20140121,120502,4530,1671
OTP,0,20140121,120504,4530,329
OTP,0,20140121,120508,4530,2500
OTP,0,20140121,120511,4530,171
OTP,0,20140121,120511,4528,129
OTP,0,20140121,120513,4528,10
OTP,0,20140121,120518,4530,450
OTP,0,20140121,120522,4535,250
OTP,0,20140121,120522,4536,50
OTP,0,20140121,120533,4530,3000
OTP,0,20140121,120534,4530,660
OTP,0,20140121,120538,4529,680
OTP,0,20140121,120546,4528,20
OTP,0,20140121,120549,4530,400
OTP,0,20140121,120550,4527,300
OTP,0,20140121,120555,4528,250
OTP,0,20140121,120555,4528,420
OTP,0,20140121,120556,4528,840
OTP,0,20140121,120608,4530,2600
OTP,0,20140121,120610,4530,2000
OTP,0,20140121,120610,4530,449
OTP,0,20140121,120611,4528,80
OTP,0,20140121,120625,4528,410
OTP,0,20140121,120625,4527,168
OTP,0,20140121,120625,4526,420
OTP,0,20140121,120625,4525,232
OTP,0,20140121,120628,4530,2126
OTP,0,20140121,120628,4534,500
OTP,0,20140121,120628,4535,1180
OTP,0,20140121,120633,4535,500
OTP,0,20140121,120633,4535,500
OTP,0,20140121,120634,4535,194
OTP,0,20140121,120635,4533,75
OTP,0,20140121,120653,4535,1000
OTP,0,20140121,120700,4533,100
OTP,0,20140121,120702,4533,50
OTP,0,20140121,120710,4533,95
OTP,0,20140121,120717,4532,10
OTP,0,20140121,120717,4530,290
OTP,0,20140121,120741,4530,297
OTP,0,20140121,120750,4530,306
OTP,0,20140121,120810,4531,2000
OTP,0,20140121,120810,4530,1000
OTP,0,20140121,120821,4530,400
OTP,0,20140121,120920,4529,50
OTP,0,20140121,120936,4529,50
OTP,0,20140121,120942,4529,400
OTP,0,20140121,121017,4530,2000
OTP,0,20140121,121020,4529,10
OTP,0,20140121,121023,4530,1955
OTP,0,20140121,121102,4530,50
OTP,0,20140121,121107,4530,600
OTP,0,20140121,121112,4530,1850
OTP,0,20140121,121130,4530,7
OTP,0,20140121,121132,4530,12
OTP,0,20140121,121144,4531,10
OTP,0,20140121,121206,4533,105
OTP,0,20140121,121206,4534,20
OTP,0,20140121,121206,4535,2375
OTP,0,20140121,121210,4531,42
OTP,0,20140121,121215,4532,250
OTP,0,20140121,121226,4532,1366
OTP,0,20140121,121236,4532,75
OTP,0,20140121,121241,4535,48
OTP,0,20140121,121241,4536,57
OTP,0,20140121,121252,4532,1925
OTP,0,20140121,121252,4531,1948
OTP,0,20140121,121252,4530,2750
OTP,0,20140121,121259,4530,3000
OTP,0,20140121,121259,4530,986
