<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
OTP,0,20140128,113155,4307,972
OTP,0,20140128,113155,4307,873
OTP,0,20140128,113252,4309,70
OTP,0,20140128,113337,4307,155
OTP,0,20140128,113419,4307,100
OTP,0,20140128,113420,4306,904
OTP,0,20140128,113644,4306,1086
OTP,0,20140128,113741,4307,10
OTP,0,20140128,113755,4307,2000
OTP,0,20140128,113808,4305,20
OTP,0,20140128,114418,4305,1077
OTP,0,20140128,114457,4305,1085
OTP,0,20140128,114556,4305,578
OTP,0,20140128,114643,4306,30
OTP,0,20140128,114815,4304,200
OTP,0,20140128,114834,4303,1003
OTP,0,20140128,114844,4302,630
OTP,0,20140128,114958,4300,1500
OTP,0,20140128,114959,4300,1026
OTP,0,20140128,115228,4303,1192
OTP,0,20140128,115232,4303,513
OTP,0,20140128,115301,4303,3000
OTP,0,20140128,115433,4303,660
OTP,0,20140128,115500,4303,300
OTP,0,20140128,115647,4303,2000
OTP,0,20140128,115658,4303,738
OTP,0,20140128,115745,4303,692
OTP,0,20140128,115846,4303,1078
OTP,0,20140128,115848,4303,111
OTP,0,20140128,115912,4303,1000
OTP,0,20140128,120051,4303,597
OTP,0,20140128,120104,4303,2000
OTP,0,20140128,120307,4302,448
OTP,0,20140128,120328,4302,1052
OTP,0,20140128,120450,4302,20
OTP,0,20140128,120516,4302,114
OTP,0,20140128,120604,4302,150
OTP,0,20140128,120739,4302,56
OTP,0,20140128,120928,4302,43
OTP,0,20140128,121145,4302,450
OTP,0,20140128,121409,4302,600
OTP,0,20140128,121612,4302,468
OTP,0,20140128,121624,4302,1661
OTP,0,20140128,121625,4302,339
OTP,0,20140128,121625,4302,87
OTP,0,20140128,121646,4302,60
OTP,0,20140128,121736,4302,665
OTP,0,20140128,121736,4304,335
OTP,0,20140128,122038,4304,2050
OTP,0,20140128,122038,4304,677
OTP,0,20140128,122256,4306,6
OTP,0,20140128,122335,4304,1011
OTP,0,20140128,122408,4306,1
OTP,0,20140128,122409,4307,939
OTP,0,20140128,122428,4308,1165
OTP,0,20140128,122733,4309,5163
OTP,0,20140128,122809,4307,15
OTP,0,20140128,122944,4307,15
OTP,0,20140128,123056,4307,15
OTP,0,20140128,123110,4307,23
OTP,0,20140128,123221,4307,5
OTP,0,20140128,123533,4309,200
OTP,0,20140128,123533,4310,985
OTP,0,20140128,123604,4310,1212
OTP,0,20140128,123653,4312,2627
OTP,0,20140128,123745,4314,131
OTP,0,20140128,123936,4315,15
OTP,0,20140128,124000,4315,235
OTP,0,20140128,124246,4316,4090
OTP,0,20140128,124409,4315,1000
OTP,0,20140128,124409,4315,28
OTP,0,20140128,124520,4317,1323
OTP,0,20140128,124520,4317,677
OTP,0,20140128,124525,4315,406
OTP,0,20140128,124657,4317,10
OTP,0,20140128,124803,4315,3232
OTP,0,20140128,124909,4315,500
OTP,0,20140128,125000,4315,600
OTP,0,20140128,125014,4317,89
OTP,0,20140128,125014,4318,11
OTP,0,20140128,125350,4315,368
OTP,0,20140128,125350,4312,130
OTP,0,20140128,125350,4311,1009
OTP,0,20140128,125350,4310,1493
OTP,0,20140128,125408,4315,5000
OTP,0,20140128,125417,4315,558
OTP,0,20140128,125810,4317,50
OTP,0,20140128,125837,4317,50
OTP,0,20140128,125852,4315,7769
OTP,0,20140128,125925,4317,50
OTP,0,20140128,125938,4317,2662
OTP,0,20140128,125941,4317,1000
OTP,0,20140128,130005,4317,75
OTP,0,20140128,130007,4318,3899
OTP,0,20140128,130016,4318,40
OTP,0,20140128,130058,4319,250
OTP,0,20140128,130157,4318,10
OTP,0,20140128,130428,4318,15
OTP,0,20140128,131224,4319,2777
OTP,0,20140128,131239,4319,225
OTP,0,20140128,131304,4319,1960
OTP,0,20140128,131348,4320,33
OTP,0,20140128,131612,4320,810
OTP,0,20140128,131656,4320,30
OTP,0,20140128,131729,4320,100
OTP,0,20140128,131819,4320,600
OTP,0,20140128,131916,4320,675
OTP,0,20140128,132017,4320,100
OTP,0,20140128,132045,4320,2049
OTP,0,20140128,132045,4320,2000
OTP,0,20140128,132233,4322,20
OTP,0,20140128,132431,4322,2000
OTP,0,20140128,132518,4321,1784
OTP,0,20140128,132518,4320,1151
OTP,0,20140128,132518,4320,1310
OTP,0,20140128,132529,4320,755
OTP,0,20140128,132539,4320,996
OTP,0,20140128,132614,4319,1000
OTP,0,20140128,132642,4320,271
OTP,0,20140128,132752,4318,20
OTP,0,20140128,132828,4318,6430
OTP,0,20140128,132842,4318,36
OTP,0,20140128,132845,4317,1017
OTP,0,20140128,132917,4317,385
OTP,0,20140128,132917,4316,1010
OTP,0,20140128,132942,4315,262
OTP,0,20140128,133004,4310,1232
OTP,0,20140128,133009,4310,2246
OTP,0,20140128,133036,4307,20
OTP,0,20140128,133122,4307,1007
OTP,0,20140128,133130,4305,150
OTP,0,20140128,133152,4305,1000
OTP,0,20140128,133258,4305,2000
OTP,0,20140128,133259,4305,433
OTP,0,20140128,133310,4304,908
OTP,0,20140128,133311,4304,153
OTP,0,20140128,133657,4308,1500
OTP,0,20140128,133724,4308,50
OTP,0,20140128,133754,4308,22
OTP,0,20140128,133923,4308,1275
OTP,0,20140128,134119,4308,40
OTP,0,20140128,134138,4306,13
OTP,0,20140128,134240,4308,10
OTP,0,20140128,134311,4307,13
OTP,0,20140128,134311,4308,987
OTP,0,20140128,134322,4306,30
OTP,0,20140128,134442,4306,779
OTP,0,20140128,134737,4306,51
OTP,0,20140128,134737,4305,4
OTP,0,20140128,134739,4305,1161
OTP,0,20140128,134951,4306,1300
OTP,0,20140128,135133,4307,2801
OTP,0,20140128,135134,4307,199
OTP,0,20140128,135134,4307,189
OTP,0,20140128,135147,4307,646
OTP,0,20140128,135155,4309,1000
OTP,0,20140128,135221,4316,1099
OTP,0,20140128,135221,4319,51
OTP,0,20140128,135336,4310,75
OTP,0,20140128,135355,4309,1000
OTP,0,20140128,135421,4309,28
OTP,0,20140128,135421,4308,322
OTP,0,20140128,135505,4308,5
OTP,0,20140128,135534,4308,2194
OTP,0,20140128,135534,4308,839
OTP,0,20140128,135604,4305,785
OTP,0,20140128,135607,4304,562
OTP,0,20140128,135609,4304,50
OTP,0,20140128,135745,4308,2199
OTP,0,20140128,135749,4308,1834
OTP,0,20140128,140136,4306,15
OTP,0,20140128,140140,4306,1498
OTP,0,20140128,140150,4305,1250
OTP,0,20140128,140213,4306,2
OTP,0,20140128,140213,4307,725
OTP,0,20140128,140232,4307,750
OTP,0,20140128,140631,4306,100
OTP,0,20140128,140827,4306,3500
OTP,0,20140128,141109,4306,845
OTP,0,20140128,141109,4305,4155
OTP,0,20140128,141156,4305,15
OTP,0,20140128,141213,4305,2744
OTP,0,20140128,141216,4305,1706
OTP,0,20140128,141216,4304,294
OTP,0,20140128,141229,4304,1000
OTP,0,20140128,141302,4304,94
OTP,0,20140128,141312,4303,6
OTP,0,20140128,141329,4305,4120
OTP,0,20140128,141829,4305,15
OTP,0,20140128,141939,4305,130
OTP,0,20140128,142011,4303,37
OTP,0,20140128,142011,4302,300
OTP,0,20140128,142011,4301,380
OTP,0,20140128,142011,4300,283
OTP,0,20140128,142034,4300,1500
OTP,0,20140128,142043,4300,4000
OTP,0,20140128,142047,4300,1000
OTP,0,20140128,142121,4300,1000
OTP,0,20140128,142127,4300,1000
OTP,0,20140128,142127,4300,1170
OTP,0,20140128,142133,4303,144
OTP,0,20140128,142133,4304,856
OTP,0,20140128,142136,4300,100
OTP,0,20140128,142210,4300,1000
OTP,0,20140128,142354,4303,80
OTP,0,20140128,142400,4300,1377
OTP,0,20140128,142401,4300,1377
OTP,0,20140128,142411,4300,444
OTP,0,20140128,142418,4300,537
OTP,0,20140128,142423,4300,999
OTP,0,20140128,142426,4300,10
OTP,0,20140128,142432,4299,60
OTP,0,20140128,142501,4298,22
OTP,0,20140128,142508,4297,700
OTP,0,20140128,142515,4296,400
OTP,0,20140128,142520,4295,100
OTP,0,20140128,142532,4295,500
OTP,0,20140128,142533,4295,495
OTP,0,20140128,142606,4295,126
OTP,0,20140128,142620,4295,140
OTP,0,20140128,142639,4294,600
OTP,0,20140128,142749,4293,435
OTP,0,20140128,142749,4293,218
OTP,0,20140128,142808,4292,49
OTP,0,20140128,142808,4291,755
OTP,0,20140128,142808,4290,9196
OTP,0,20140128,142808,4290,400
OTP,0,20140128,142808,4290,1000
OTP,0,20140128,142810,4293,10
OTP,0,20140128,142813,4290,446
OTP,0,20140128,142816,4288,2025
OTP,0,20140128,142816,4285,30
OTP,0,20140128,142816,4285,70
OTP,0,20140128,142816,4285,31
OTP,0,20140128,142826,4285,69
OTP,0,20140128,142850,4286,1205
OTP,0,20140128,142851,4286,195
OTP,0,20140128,142855,4285,200
OTP,0,20140128,142931,4285,1483
OTP,0,20140128,142932,4285,3176
OTP,0,20140128,142944,4287,938
OTP,0,20140128,143001,4288,911
OTP,0,20140128,143001,4290,913
OTP,0,20140128,143014,4285,500
OTP,0,20140128,143028,4285,737
OTP,0,20140128,143115,4285,555
OTP,0,20140128,143125,4285,118
OTP,0,20140128,143152,4282,100
OTP,0,20140128,143152,4281,100
OTP,0,20140128,143158,4281,1565
OTP,0,20140128,143158,4280,435
OTP,0,20140128,143158,4280,60
OTP,0,20140128,143158,4280,200
OTP,0,20140128,143216,4280,1358
OTP,0,20140128,143217,4280,141
OTP,0,20140128,143223,4276,52
OTP,0,20140128,143304,4276,475
OTP,0,20140128,143304,4275,25
OTP,0,20140128,143307,4275,2000
OTP,0,20140128,143336,4275,300
OTP,0,20140128,143349,4275,201
OTP,0,20140128,143350,4275,154
OTP,0,20140128,143402,4272,400
OTP,0,20140128,143402,4271,600
OTP,0,20140128,143405,4271,3000
OTP,0,20140128,143409,4271,2700
OTP,0,20140128,143410,4271,148
OTP,0,20140128,143411,4270,1498
OTP,0,20140128,143413,4271,291
OTP,0,20140128,143413,4270,338
OTP,0,20140128,143436,4270,700
OTP,0,20140128,143439,4270,594
OTP,0,20140128,143500,4275,10
OTP,0,20140128,143505,4275,9
OTP,0,20140128,143507,4275,8
OTP,0,20140128,143516,4275,350
OTP,0,20140128,143516,4275,29
OTP,0,20140128,143516,4279,221
OTP,0,20140128,143622,4276,324
OTP,0,20140128,143626,4276,300
OTP,0,20140128,143633,4276,376
OTP,0,20140128,143655,4276,277
OTP,0,20140128,143655,4275,223
OTP,0,20140128,143751,4275,500
OTP,0,20140128,143754,4278,3353
OTP,0,20140128,143821,4279,29
OTP,0,20140128,143821,4280,2171
OTP,0,20140128,143821,4280,116
OTP,0,20140128,143945,4277,500
OTP,0,20140128,143947,4277,200
OTP,0,20140128,144046,4278,600
OTP,0,20140128,144117,4278,10
OTP,0,20140128,144135,4278,100
OTP,0,20140128,144225,4276,228
OTP,0,20140128,144355,4278,1200
OTP,0,20140128,144433,4278,1
OTP,0,20140128,144433,4280,218
OTP,0,20140128,144529,4287,330
OTP,0,20140128,144820,4280,500
OTP,0,20140128,144824,4280,500
OTP,0,20140128,144831,4280,456
OTP,0,20140128,144841,4286,1247
OTP,0,20140128,144842,4287,470
OTP,0,20140128,144850,4288,200
OTP,0,20140128,144851,4287,1000
OTP,0,20140128,144916,4287,1030
OTP,0,20140128,144916,4288,3111
OTP,0,20140128,144917,4288,654
OTP,0,20140128,145527,4288,379
OTP,0,20140128,145621,4294,1420
OTP,0,20140128,145621,4295,80
OTP,0,20140128,145627,4295,1500
OTP,0,20140128,145629,4295,1365
OTP,0,20140128,145637,4295,135
OTP,0,20140128,145757,4295,232
OTP,0,20140128,145826,4295,133
OTP,0,20140128,145909,4297,400
OTP,0,20140128,145918,4300,1500
OTP,0,20140128,145918,4300,1500
OTP,0,20140128,145954,4296,1000
OTP,0,20140128,150100,4298,544
OTP,0,20140128,150106,4298,956
OTP,0,20140128,150115,4296,242
OTP,0,20140128,150115,4295,1258
OTP,0,20140128,150115,4295,242
OTP,0,20140128,150115,4295,168
OTP,0,20140128,150121,4292,1500
OTP,0,20140128,150122,4292,48
OTP,0,20140128,150122,4291,1452
OTP,0,20140128,150122,4292,664
OTP,0,20140128,150122,4291,48
OTP,0,20140128,150122,4290,788
OTP,0,20140128,150126,4290,500
OTP,0,20140128,150141,4290,212
