<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
OTP,0,20140120,133637,4408,500
OTP,0,20140120,133637,4409,500
OTP,0,20140120,134017,4408,750
OTP,0,20140120,134348,4405,2200
OTP,0,20140120,134506,4400,125
OTP,0,20140120,135420,4402,10
OTP,0,20140120,135459,4402,30
OTP,0,20140120,135549,4402,1300
OTP,0,20140120,135556,4402,16
OTP,0,20140120,135711,4400,600
OTP,0,20140120,140043,4400,1000
OTP,0,20140120,140052,4400,156
OTP,0,20140120,140107,4400,500
OTP,0,20140120,140108,4400,500
OTP,0,20140120,140108,4400,500
OTP,0,20140120,140109,4400,344
OTP,0,20140120,140229,4400,500
OTP,0,20140120,140256,4400,53
OTP,0,20140120,140340,4400,3
OTP,0,20140120,140540,4400,713
OTP,0,20140120,140545,4400,801
OTP,0,20140120,140802,4400,199
OTP,0,20140120,140830,4400,1000
OTP,0,20140120,141000,4400,1000
OTP,0,20140120,141000,4400,1000
OTP,0,20140120,141000,4400,1000
OTP,0,20140120,141001,4400,1000
OTP,0,20140120,141225,4400,200
OTP,0,20140120,141924,4401,250
OTP,0,20140120,142226,4400,30
OTP,0,20140120,142455,4400,34
OTP,0,20140120,142701,4400,50
OTP,0,20140120,142808,4400,50
OTP,0,20140120,143123,4400,15
OTP,0,20140120,143655,4401,22
OTP,0,20140120,143850,4400,2902
OTP,0,20140120,143850,4400,2298
OTP,0,20140120,143902,4400,170
OTP,0,20140120,144009,4400,7
OTP,0,20140120,144044,4395,170
OTP,0,20140120,144044,4393,790
OTP,0,20140120,144128,4400,1000
OTP,0,20140120,144128,4400,483
OTP,0,20140120,144133,4400,300
OTP,0,20140120,144214,4400,500
OTP,0,20140120,144330,4403,25
OTP,0,20140120,144718,4400,2261
OTP,0,20140120,144718,4400,1551
OTP,0,20140120,144902,4400,188
OTP,0,20140120,144921,4400,812
OTP,0,20140120,144921,4400,188
OTP,0,20140120,145120,4403,25
OTP,0,20140120,145229,4401,50
OTP,0,20140120,145247,4401,83
OTP,0,20140120,145342,4401,67
OTP,0,20140120,145342,4400,33
OTP,0,20140120,145437,4403,5
OTP,0,20140120,145518,4401,200
OTP,0,20140120,145518,4400,407
OTP,0,20140120,145518,4400,200
OTP,0,20140120,145518,4400,200
OTP,0,20140120,145518,4400,200
OTP,0,20140120,145518,4400,200
OTP,0,20140120,145518,4400,200
OTP,0,20140120,145518,4400,200
OTP,0,20140120,145714,4400,193
OTP,0,20140120,145954,4403,36
OTP,0,20140120,145954,4404,800
OTP,0,20140120,145954,4405,4164
OTP,0,20140120,150326,4405,841
OTP,0,20140120,150617,4409,1005
OTP,0,20140120,150635,4408,15
OTP,0,20140120,150930,4405,10
OTP,0,20140120,151035,4409,560
OTP,0,20140120,151847,4405,1434
OTP,0,20140120,151939,4409,249
OTP,0,20140120,152137,4409,244
OTP,0,20140120,152853,4409,1348
OTP,0,20140120,152955,4409,173
OTP,0,20140120,153027,4405,19500
OTP,0,20140120,153049,4410,1834
OTP,0,20140120,153058,4410,255
OTP,0,20140120,153108,4410,1578
OTP,0,20140120,153211,4410,176
OTP,0,20140120,153211,4406,105
OTP,0,20140120,153211,4405,219
OTP,0,20140120,153649,4414,10
OTP,0,20140120,153953,4408,6
OTP,0,20140120,154048,4413,830
OTP,0,20140120,154109,4414,1309
OTP,0,20140120,154109,4415,191
OTP,0,20140120,154109,4415,1500
OTP,0,20140120,154116,4415,359
OTP,0,20140120,154116,4416,1141
OTP,0,20140120,154156,4416,293
OTP,0,20140120,154212,4416,566
OTP,0,20140120,154212,4417,1934
OTP,0,20140120,154213,4417,2500
OTP,0,20140120,154221,4412,6
OTP,0,20140120,154233,4412,2500
OTP,0,20140120,154241,4412,2500
OTP,0,20140120,154246,4412,994
OTP,0,20140120,154331,4417,366
OTP,0,20140120,154347,4418,6
OTP,0,20140120,154353,4418,665
OTP,0,20140120,154454,4418,830
OTP,0,20140120,154500,4419,490
OTP,0,20140120,154610,4416,46
OTP,0,20140120,154752,4417,21
OTP,0,20140120,154823,4419,740
OTP,0,20140120,154923,4419,110
OTP,0,20140120,154923,4420,506
OTP,0,20140120,154923,4420,53
OTP,0,20140120,154929,4420,47
OTP,0,20140120,155029,4420,1444
OTP,0,20140120,155137,4419,1545
OTP,0,20140120,155137,4418,6
OTP,0,20140120,155137,4417,1389
OTP,0,20140120,155154,4416,2405
OTP,0,20140120,155154,4415,155
OTP,0,20140120,155209,4418,1000
OTP,0,20140120,155209,4415,500
OTP,0,20140120,155225,4418,400
OTP,0,20140120,155452,4417,400
OTP,0,20140120,155525,4420,1000
OTP,0,20140120,155544,4420,30
OTP,0,20140120,155622,4419,200
OTP,0,20140120,155644,4417,58
OTP,0,20140120,155854,4420,542
OTP,0,20140120,155900,4418,25
OTP,0,20140120,155916,4420,369
OTP,0,20140120,155946,4420,231
OTP,0,20140120,160120,4418,20
OTP,0,20140120,160214,4420,1000
OTP,0,20140120,160216,4420,709
OTP,0,20140120,160227,4420,291
OTP,0,20140120,160542,4419,40
OTP,0,20140120,160542,4420,160
OTP,0,20140120,160714,4418,18
OTP,0,20140120,160739,4420,22
OTP,0,20140120,160818,4418,500
OTP,0,20140120,160827,4418,600
OTP,0,20140120,160832,4418,647
OTP,0,20140120,160915,4416,30
OTP,0,20140120,161033,4417,280
OTP,0,20140120,161040,4417,10
OTP,0,20140120,161058,4418,53
OTP,0,20140120,161103,4418,290
OTP,0,20140120,161138,4418,2
OTP,0,20140120,161435,4418,20
OTP,0,20140120,161520,4418,1135
OTP,0,20140120,161635,4418,22
OTP,0,20140120,161807,4418,5
OTP,0,20140120,161853,4418,258
OTP,0,20140120,161854,4420,1006
OTP,0,20140120,162033,4418,340
OTP,0,20140120,162117,4420,1063
OTP,0,20140120,162248,4421,20
OTP,0,20140120,162248,4422,180
OTP,0,20140120,162250,4418,1556
OTP,0,20140120,162250,4417,1444
OTP,0,20140120,162426,4420,5000
OTP,0,20140120,162426,4420,1000
OTP,0,20140120,162438,4420,1361
OTP,0,20140120,162512,4418,1000
OTP,0,20140120,162513,4418,1000
OTP,0,20140120,162652,4417,500
OTP,0,20140120,162732,4420,600
OTP,0,20140120,162740,4420,1000
OTP,0,20140120,162741,4420,1000
OTP,0,20140120,162940,4420,1000
OTP,0,20140120,163010,4419,600
OTP,0,20140120,163114,4418,20
OTP,0,20140120,163348,4420,1000
OTP,0,20140120,163351,4420,1000
OTP,0,20140120,163433,4420,400
OTP,0,20140120,163545,4419,206
OTP,0,20140120,163545,4418,3838
OTP,0,20140120,163545,4417,456
OTP,0,20140120,163552,4417,1500
OTP,0,20140120,163557,4417,592
OTP,0,20140120,163601,4416,970
OTP,0,20140120,163601,4415,21
OTP,0,20140120,163623,4413,150
OTP,0,20140120,163855,4412,125
OTP,0,20140120,163855,4411,1000
OTP,0,20140120,163855,4410,2353
OTP,0,20140120,163931,4410,1000
OTP,0,20140120,164002,4410,1000
OTP,0,20140120,164006,4410,181
OTP,0,20140120,164031,4410,1560
OTP,0,20140120,164044,4410,83
OTP,0,20140120,164104,4410,79
OTP,0,20140120,164110,4410,278
OTP,0,20140120,164140,4407,15
OTP,0,20140120,164149,4410,1000
OTP,0,20140120,164204,4415,1000
OTP,0,20140120,164206,4415,1000
OTP,0,20140120,164209,4411,25
OTP,0,20140120,164313,4411,851
OTP,0,20140120,164320,4411,149
OTP,0,20140120,164342,4411,9
OTP,0,20140120,164343,4415,1000
OTP,0,20140120,164348,4415,1000
OTP,0,20140120,164435,4419,5
OTP,0,20140120,164440,4419,495
OTP,0,20140120,164440,4420,505
OTP,0,20140120,164440,4420,1000
OTP,0,20140120,164440,4420,1000
OTP,0,20140120,164441,4420,544
OTP,0,20140120,164452,4420,30
OTP,0,20140120,164508,4422,5
OTP,0,20140120,164521,4420,426
OTP,0,20140120,164531,4420,574
OTP,0,20140120,164534,4420,426
OTP,0,20140120,164539,4420,574
OTP,0,20140120,164619,4420,426
OTP,0,20140120,164625,4420,574
OTP,0,20140120,164820,4420,426
OTP,0,20140120,164853,4420,1000
OTP,0,20140120,164855,4420,624
OTP,0,20140120,164858,4422,28
OTP,0,20140120,164948,4420,548
OTP,0,20140120,165046,4420,1000
OTP,0,20140120,165048,4420,752
OTP,0,20140120,165103,4420,248
OTP,0,20140120,165103,4417,5
OTP,0,20140120,165103,4416,177
OTP,0,20140120,165103,4423,290
OTP,0,20140120,165209,4420,1793
OTP,0,20140120,165209,4420,207
OTP,0,20140120,165316,4421,600
OTP,0,20140120,165338,4421,2855
OTP,0,20140120,165350,4420,500
OTP,0,20140120,165409,4421,6
OTP,0,20140120,165424,4421,139
OTP,0,20140120,165514,4423,100
OTP,0,20140120,165514,4421,50
OTP,0,20140120,165514,4423,480
OTP,0,20140120,165514,4425,1460
OTP,0,20140120,165514,4427,6
OTP,0,20140120,165514,4428,300
OTP,0,20140120,165514,4429,654
OTP,0,20140120,165516,4429,20
OTP,0,20140120,165518,4429,50
OTP,0,20140120,165623,4429,300
OTP,0,20140120,165624,4429,63
OTP,0,20140120,165636,4421,2200
OTP,0,20140120,165751,4421,10
OTP,0,20140120,165803,4421,55
OTP,0,20140120,165803,4428,45
OTP,0,20140120,165933,4420,2090
OTP,0,20140120,165954,4427,50
OTP,0,20140120,165954,4428,82
OTP,0,20140120,165955,4428,114
OTP,0,20140120,170513,4432,57218
