<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
OTP,0,20140127,090426,4303,40
OTP,0,20140127,090426,4304,60
OTP,0,20140127,090426,4300,2944
OTP,0,20140127,090430,4299,200
OTP,0,20140127,090437,4296,25
OTP,0,20140127,090437,4295,1275
OTP,0,20140127,090438,4299,100
OTP,0,20140127,090439,4295,100
OTP,0,20140127,090439,4295,19
OTP,0,20140127,090444,4299,125
OTP,0,20140127,090448,4295,106
OTP,0,20140127,090448,4293,400
OTP,0,20140127,090448,4292,100
OTP,0,20140127,090448,4291,244
OTP,0,20140127,090450,4291,1000
OTP,0,20140127,090452,4292,23
OTP,0,20140127,090452,4291,52
OTP,0,20140127,090454,4299,100
OTP,0,20140127,090507,4296,200
OTP,0,20140127,090507,4291,300
OTP,0,20140127,090515,4292,15
OTP,0,20140127,090515,4291,1050
OTP,0,20140127,090515,4295,50
OTP,0,20140127,090516,4291,956
OTP,0,20140127,090516,4291,25
OTP,0,20140127,090517,4291,123
OTP,0,20140127,090520,4290,186
OTP,0,20140127,090522,4288,50
OTP,0,20140127,090524,4290,407
OTP,0,20140127,090524,4288,50
OTP,0,20140127,090528,4291,877
OTP,0,20140127,090528,4288,15
OTP,0,20140127,090529,4286,400
OTP,0,20140127,090531,4288,1065
OTP,0,20140127,090543,4287,295
OTP,0,20140127,090544,4285,309
OTP,0,20140127,090547,4285,50
OTP,0,20140127,090550,4285,2312
OTP,0,20140127,090550,4287,95
OTP,0,20140127,090550,4288,2355
OTP,0,20140127,090550,4290,238
OTP,0,20140127,090551,4285,1726
OTP,0,20140127,090551,4285,274
OTP,0,20140127,090551,4284,726
OTP,0,20140127,090551,4290,50
OTP,0,20140127,090551,4291,100
OTP,0,20140127,090553,4285,192
OTP,0,20140127,090553,4290,500
OTP,0,20140127,090557,4289,490
OTP,0,20140127,090557,4290,4510
OTP,0,20140127,090558,4285,808
OTP,0,20140127,090601,4284,1000
OTP,0,20140127,090604,4287,47
OTP,0,20140127,090604,4285,953
OTP,0,20140127,090608,4290,50
OTP,0,20140127,090614,4286,50
OTP,0,20140127,090614,4290,127
OTP,0,20140127,090624,4287,20
OTP,0,20140127,090624,4286,73
OTP,0,20140127,090624,4285,17
OTP,0,20140127,090628,4289,12
OTP,0,20140127,090629,4290,12
OTP,0,20140127,090632,4290,1008
OTP,0,20140127,090638,4290,500
OTP,0,20140127,090638,4289,89
OTP,0,20140127,090638,4290,293
OTP,0,20140127,090638,4291,1130
OTP,0,20140127,090644,4293,390
OTP,0,20140127,090644,4294,350
OTP,0,20140127,090644,4295,580
OTP,0,20140127,090650,4295,390
OTP,0,20140127,090650,4296,350
OTP,0,20140127,090650,4298,320
OTP,0,20140127,090650,4299,675
OTP,0,20140127,090650,4300,1324
OTP,0,20140127,090656,4295,25
OTP,0,20140127,090710,4309,20
OTP,0,20140127,090740,4308,25
OTP,0,20140127,090751,4307,20
OTP,0,20140127,090751,4308,80
OTP,0,20140127,090815,4308,1000
OTP,0,20140127,090827,4308,8
OTP,0,20140127,090828,4308,470
OTP,0,20140127,090828,4310,655
OTP,0,20140127,090828,4311,310
OTP,0,20140127,090828,4315,1000
OTP,0,20140127,090828,4319,527
OTP,0,20140127,090828,4320,638
OTP,0,20140127,090828,4303,820
OTP,0,20140127,090828,4302,243
OTP,0,20140127,090832,4310,40
OTP,0,20140127,090832,4311,40
OTP,0,20140127,090835,4311,310
OTP,0,20140127,090835,4313,90
OTP,0,20140127,090840,4319,292
OTP,0,20140127,090846,4303,200
OTP,0,20140127,090846,4302,1902
OTP,0,20140127,090846,4301,100
OTP,0,20140127,090846,4300,798
OTP,0,20140127,090855,4316,150
OTP,0,20140127,090857,4310,20
OTP,0,20140127,090857,4302,100
OTP,0,20140127,090857,4301,133
OTP,0,20140127,090857,4300,2767
OTP,0,20140127,090916,4310,180
OTP,0,20140127,090922,4309,600
OTP,0,20140127,090923,4306,50
OTP,0,20140127,090942,4305,20
OTP,0,20140127,091001,4302,25
OTP,0,20140127,091004,4304,174
OTP,0,20140127,091010,4304,20
OTP,0,20140127,091012,4302,60
OTP,0,20140127,091012,4301,190
OTP,0,20140127,091012,4304,50
OTP,0,20140127,091013,4301,884
OTP,0,20140127,091013,4301,41
OTP,0,20140127,091013,4304,100
OTP,0,20140127,091014,4300,307
OTP,0,20140127,091015,4300,377
OTP,0,20140127,091017,4300,803
OTP,0,20140127,091019,4300,1065
OTP,0,20140127,091019,4300,1065
OTP,0,20140127,091020,4300,1649
OTP,0,20140127,091020,4300,56
OTP,0,20140127,091025,4300,30
OTP,0,20140127,091032,4296,20
OTP,0,20140127,091032,4295,480
OTP,0,20140127,091032,4295,372
OTP,0,20140127,091034,4295,1436
OTP,0,20140127,091034,4298,21
OTP,0,20140127,091034,4295,436
OTP,0,20140127,091034,4295,426
OTP,0,20140127,091036,4298,50
OTP,0,20140127,091043,4294,100
OTP,0,20140127,091047,4291,400
OTP,0,20140127,091047,4290,1360
OTP,0,20140127,091048,4287,698
OTP,0,20140127,091048,4287,412
OTP,0,20140127,091054,4290,275
OTP,0,20140127,091057,4290,200
OTP,0,20140127,091103,4286,50
OTP,0,20140127,091127,4289,50
OTP,0,20140127,091131,4286,844
OTP,0,20140127,091138,4286,20
OTP,0,20140127,091142,4289,150
OTP,0,20140127,091151,4288,50
OTP,0,20140127,091154,4288,24
OTP,0,20140127,091156,4287,150
OTP,0,20140127,091156,4286,160
OTP,0,20140127,091158,4286,469
OTP,0,20140127,091159,4284,713
OTP,0,20140127,091205,4284,1561
OTP,0,20140127,091209,4286,200
OTP,0,20140127,091216,4286,50
OTP,0,20140127,091217,4286,10
OTP,0,20140127,091226,4281,718
OTP,0,20140127,091226,4280,1282
OTP,0,20140127,091226,4280,200
OTP,0,20140127,091226,4280,2224
OTP,0,20140127,091228,4280,50
OTP,0,20140127,091228,4280,7000
OTP,0,20140127,091230,4284,18
OTP,0,20140127,091230,4281,200
OTP,0,20140127,091230,4280,725
OTP,0,20140127,091236,4280,824
OTP,0,20140127,091253,4278,1607
OTP,0,20140127,091253,4280,976
OTP,0,20140127,091253,4281,340
OTP,0,20140127,091253,4284,77
OTP,0,20140127,091253,4284,162
OTP,0,20140127,091258,4280,33
OTP,0,20140127,091303,4280,1673
OTP,0,20140127,091307,4276,457
OTP,0,20140127,091307,4275,28
OTP,0,20140127,091344,4279,10
OTP,0,20140127,091347,4279,940
OTP,0,20140127,091348,4278,30
OTP,0,20140127,091349,4277,500
OTP,0,20140127,091349,4276,1500
OTP,0,20140127,091356,4279,1750
OTP,0,20140127,091404,4279,50
OTP,0,20140127,091408,4276,240
OTP,0,20140127,091429,4276,20
OTP,0,20140127,091433,4276,240
OTP,0,20140127,091433,4275,260
OTP,0,20140127,091434,4278,784
OTP,0,20140127,091434,4279,1178
OTP,0,20140127,091444,4278,1000
OTP,0,20140127,091452,4276,20
OTP,0,20140127,091452,4278,50
OTP,0,20140127,091458,4277,20
OTP,0,20140127,091502,4277,400
OTP,0,20140127,091502,4276,20
OTP,0,20140127,091505,4277,10
OTP,0,20140127,091506,4276,620
OTP,0,20140127,091510,4277,100
OTP,0,20140127,091514,4275,50
OTP,0,20140127,091523,4276,10
OTP,0,20140127,091532,4276,70
OTP,0,20140127,091534,4275,277
OTP,0,20140127,091534,4274,5
OTP,0,20140127,091534,4273,100
OTP,0,20140127,091534,4272,370
OTP,0,20140127,091534,4271,918
OTP,0,20140127,091534,4270,3717
OTP,0,20140127,091534,4266,2730
OTP,0,20140127,091534,4265,100
OTP,0,20140127,091534,4264,1000
OTP,0,20140127,091534,4262,520
OTP,0,20140127,091534,4261,263
OTP,0,20140127,091534,4261,155
OTP,0,20140127,091534,4275,100
OTP,0,20140127,091536,4273,310
OTP,0,20140127,091537,4261,432
OTP,0,20140127,091541,4260,2000
OTP,0,20140127,091541,4260,2000
OTP,0,20140127,091542,4260,3038
OTP,0,20140127,091542,4261,856
OTP,0,20140127,091542,4260,3160
OTP,0,20140127,091603,4270,200
OTP,0,20140127,091603,4262,30
OTP,0,20140127,091603,4261,1050
OTP,0,20140127,091606,4261,200
OTP,0,20140127,091607,4261,500
OTP,0,20140127,091608,4261,220
OTP,0,20140127,091609,4265,350
OTP,0,20140127,091612,4269,30
OTP,0,20140127,091614,4269,150
OTP,0,20140127,091620,4269,200
OTP,0,20140127,091623,4262,19
OTP,0,20140127,091623,4262,50
OTP,0,20140127,091625,4269,30
OTP,0,20140127,091626,4268,40
OTP,0,20140127,091626,4263,200
OTP,0,20140127,091643,4268,116
OTP,0,20140127,091648,4268,200
OTP,0,20140127,091653,4268,200
OTP,0,20140127,091655,4268,2514
OTP,0,20140127,091659,4268,750
OTP,0,20140127,091705,4263,1179
OTP,0,20140127,091705,4262,216
OTP,0,20140127,091720,4268,40
OTP,0,20140127,091728,4262,754
OTP,0,20140127,091733,4262,550
OTP,0,20140127,091735,4267,200
OTP,0,20140127,091752,4265,500
OTP,0,20140127,091759,4267,2155
OTP,0,20140127,091801,4265,150
OTP,0,20140127,091801,4266,100
OTP,0,20140127,091804,4266,96
OTP,0,20140127,091804,4269,500
OTP,0,20140127,091808,4269,784
OTP,0,20140127,091808,4270,16
OTP,0,20140127,091810,4270,934
OTP,0,20140127,091815,4270,100
OTP,0,20140127,091831,4272,290
OTP,0,20140127,091831,4273,110
OTP,0,20140127,091845,4272,10
OTP,0,20140127,091851,4272,774
OTP,0,20140127,091859,4273,100
OTP,0,20140127,091907,4273,104
OTP,0,20140127,091907,4272,150
OTP,0,20140127,091907,4273,46
OTP,0,20140127,091909,4277,1000
OTP,0,20140127,091911,4278,15
OTP,0,20140127,091913,4278,100
OTP,0,20140127,091913,4278,750
OTP,0,20140127,091930,4278,357
OTP,0,20140127,091930,4279,650
OTP,0,20140127,091935,4279,60
OTP,0,20140127,091935,4280,2964
OTP,0,20140127,091939,4280,834
OTP,0,20140127,091951,4283,660
OTP,0,20140127,092008,4281,100
OTP,0,20140127,092008,4280,135
OTP,0,20140127,092022,4285,222
OTP,0,20140127,092022,4285,236
OTP,0,20140127,092028,4285,575
OTP,0,20140127,092028,4285,50
OTP,0,20140127,092030,4286,50
OTP,0,20140127,092035,4285,17
OTP,0,20140127,092041,4285,50
OTP,0,20140127,092047,4285,100
OTP,0,20140127,092100,4285,555
OTP,0,20140127,092102,4285,653
OTP,0,20140127,092102,4284,30
OTP,0,20140127,092102,4281,38
OTP,0,20140127,092102,4280,279
OTP,0,20140127,092102,4280,200
OTP,0,20140127,092103,4280,10
OTP,0,20140127,092114,4284,100
OTP,0,20140127,092117,4283,50
OTP,0,20140127,092119,4283,1300
OTP,0,20140127,092122,4283,200
OTP,0,20140127,092122,4283,100
OTP,0,20140127,092123,4283,300
OTP,0,20140127,092124,4283,50
OTP,0,20140127,092125,4284,1000
OTP,0,20140127,092127,4284,100
OTP,0,20140127,092134,4284,50
OTP,0,20140127,092138,4284,316
OTP,0,20140127,092145,4285,10
OTP,0,20140127,092145,4284,40
OTP,0,20140127,092148,4284,144
OTP,0,20140127,092148,4282,500
OTP,0,20140127,092148,4280,2156
OTP,0,20140127,092150,4284,50
OTP,0,20140127,092152,4285,100
OTP,0,20140127,092153,4285,400
OTP,0,20140127,092153,4285,451
OTP,0,20140127,092156,4286,20
OTP,0,20140127,092157,4285,999
OTP,0,20140127,092203,4285,1
OTP,0,20140127,092203,4286,59
OTP,0,20140127,092208,4284,50
OTP,0,20140127,092208,4280,950
OTP,0,20140127,092208,4280,50
OTP,0,20140127,092209,4286,221
OTP,0,20140127,092209,4289,390
OTP,0,20140127,092209,4290,454
OTP,0,20140127,092218,4289,783
OTP,0,20140127,092218,4290,282
OTP,0,20140127,092221,4285,80
OTP,0,20140127,092228,4285,50
OTP,0,20140127,092231,4285,1870
OTP,0,20140127,092231,4280,130
OTP,0,20140127,092231,4280,143
OTP,0,20140127,092241,4278,10
OTP,0,20140127,092246,4278,190
OTP,0,20140127,092250,4280,500
OTP,0,20140127,092301,4277,77
OTP,0,20140127,092303,4280,20
OTP,0,20140127,092305,4280,24
OTP,0,20140127,092313,4280,200
OTP,0,20140127,092330,4280,10
OTP,0,20140127,092346,4277,10
OTP,0,20140127,092351,4277,50
OTP,0,20140127,092353,4277,50
OTP,0,20140127,092358,4277,650
OTP,0,20140127,092358,4277,163
OTP,0,20140127,092416,4273,154
OTP,0,20140127,092419,4275,100
OTP,0,20140127,092419,4276,200
OTP,0,20140127,092421,4276,250
OTP,0,20140127,092423,4276,1000
OTP,0,20140127,092427,4276,1038
OTP,0,20140127,092429,4276,783
OTP,0,20140127,092430,4277,10
OTP,0,20140127,092431,4276,827
OTP,0,20140127,092432,4276,53
OTP,0,20140127,092433,4277,990
OTP,0,20140127,092457,4279,10
OTP,0,20140127,092458,4277,75
OTP,0,20140127,092458,4277,20
OTP,0,20140127,092505,4277,905
OTP,0,20140127,092505,4277,160
OTP,0,20140127,092505,4276,290
OTP,0,20140127,092605,4277,300
OTP,0,20140127,092619,4276,200
OTP,0,20140127,092625,4277,100
OTP,0,20140127,092625,4276,10
OTP,0,20140127,092650,4277,1065
OTP,0,20140127,092653,4277,54
OTP,0,20140127,092705,4278,100
OTP,0,20140127,092709,4278,675
OTP,0,20140127,092714,4277,10
OTP,0,20140127,092716,4277,50
OTP,0,20140127,092718,4278,784
OTP,0,20140127,092718,4279,588
OTP,0,20140127,092718,4280,79
OTP,0,20140127,092736,4280,724
OTP,0,20140127,092745,4280,120
OTP,0,20140127,092747,4280,21
OTP,0,20140127,092757,4280,610
OTP,0,20140127,092759,4280,255
OTP,0,20140127,092808,4281,540
OTP,0,20140127,092808,4283,285
OTP,0,20140127,092808,4285,240
OTP,0,20140127,092817,4281,100
OTP,0,20140127,092820,4283,28
OTP,0,20140127,092858,4285,170
OTP,0,20140127,092858,4287,40
OTP,0,20140127,092858,4288,90
OTP,0,20140127,092906,4283,100
OTP,0,20140127,092907,4283,50
OTP,0,20140127,092909,4283,130
OTP,0,20140127,092916,4283,290
OTP,0,20140127,092946,4285,25
OTP,0,20140127,092952,4285,100
OTP,0,20140127,093015,4283,20
OTP,0,20140127,093016,4285,90
OTP,0,20140127,093029,4285,100
OTP,0,20140127,093032,4283,90
OTP,0,20140127,093032,4282,300
OTP,0,20140127,093032,4281,1465
OTP,0,20140127,093032,4280,645
OTP,0,20140127,093032,4280,2500
OTP,0,20140127,093033,4280,1995
OTP,0,20140127,093037,4280,505
OTP,0,20140127,093037,4283,450
OTP,0,20140127,093037,4285,45
OTP,0,20140127,093058,4279,100
OTP,0,20140127,093059,4279,100
OTP,0,20140127,093105,4278,200
OTP,0,20140127,093107,4278,60
OTP,0,20140127,093107,4276,52
OTP,0,20140127,093107,4275,18
OTP,0,20140127,093130,4279,100
OTP,0,20140127,093137,4279,810
OTP,0,20140127,093150,4278,150
OTP,0,20140127,093156,4278,200
OTP,0,20140127,093202,4275,982
OTP,0,20140127,093202,4273,20
OTP,0,20140127,093202,4272,1076
OTP,0,20140127,093202,4271,172
OTP,0,20140127,093206,4278,320
OTP,0,20140127,093213,4278,1000
OTP,0,20140127,093222,4275,50
OTP,0,20140127,093250,4277,40
OTP,0,20140127,093256,4276,725
OTP,0,20140127,093256,4277,25
OTP,0,20140127,093308,4277,815
OTP,0,20140127,093308,4280,185
OTP,0,20140127,093309,4280,185
OTP,0,20140127,093309,4281,15
OTP,0,20140127,093312,4275,40
OTP,0,20140127,093321,4277,20
OTP,0,20140127,093321,4276,200
OTP,0,20140127,093321,4275,230
OTP,0,20140127,093327,4276,200
OTP,0,20140127,093343,4281,325
OTP,0,20140127,093343,4284,408
OTP,0,20140127,093343,4285,467
OTP,0,20140127,093349,4285,100
OTP,0,20140127,093350,4281,100
OTP,0,20140127,093350,4285,100
OTP,0,20140127,093354,4285,142
OTP,0,20140127,093354,4288,295
OTP,0,20140127,093403,4289,20
OTP,0,20140127,093403,4290,305
OTP,0,20140127,093403,4293,200
OTP,0,20140127,093403,4294,50
OTP,0,20140127,093409,4290,1000
OTP,0,20140127,093410,4294,40
OTP,0,20140127,093420,4290,106
OTP,0,20140127,093436,4288,781
OTP,0,20140127,093436,4289,219
OTP,0,20140127,093440,4289,520
OTP,0,20140127,093441,4288,20
OTP,0,20140127,093441,4289,42
OTP,0,20140127,093441,4290,178
OTP,0,20140127,093446,4290,216
OTP,0,20140127,093458,4290,650
OTP,0,20140127,093503,4294,200
OTP,0,20140127,093540,4290,545
OTP,0,20140127,093557,4290,64
OTP,0,20140127,093600,4290,500
OTP,0,20140127,093605,4293,370
OTP,0,20140127,093616,4290,162
OTP,0,20140127,093621,4293,411
OTP,0,20140127,093621,4294,265
OTP,0,20140127,093621,4295,1071
OTP,0,20140127,093621,4297,290
OTP,0,20140127,093621,4298,100
OTP,0,20140127,093621,4299,260
OTP,0,20140127,093621,4300,245
OTP,0,20140127,093644,4300,3358
OTP,0,20140127,093654,4300,100
OTP,0,20140127,093655,4298,25
OTP,0,20140127,093655,4295,55
OTP,0,20140127,093656,4300,450
OTP,0,20140127,093732,4295,97
OTP,0,20140127,093732,4294,30
OTP,0,20140127,093735,4290,750
OTP,0,20140127,093736,4294,623
OTP,0,20140127,093740,4295,290
OTP,0,20140127,093746,4297,90
OTP,0,20140127,093746,4297,310
OTP,0,20140127,093746,4298,190
OTP,0,20140127,093750,4298,657
OTP,0,20140127,093757,4290,30
OTP,0,20140127,093758,4297,50
OTP,0,20140127,093807,4290,100
OTP,0,20140127,093813,4295,500
OTP,0,20140127,093813,4296,781
OTP,0,20140127,093813,4297,719
OTP,0,20140127,093824,4290,3
OTP,0,20140127,093853,4290,1908
OTP,0,20140127,093853,4286,100
OTP,0,20140127,093853,4285,700
OTP,0,20140127,093853,4284,100
OTP,0,20140127,093853,4282,127
OTP,0,20140127,093941,4284,100
OTP,0,20140127,094010,4285,600
OTP,0,20140127,094010,4284,14
OTP,0,20140127,094029,4286,408
OTP,0,20140127,094031,4284,86
OTP,0,20140127,094031,4283,389
OTP,0,20140127,094036,4286,466
OTP,0,20140127,094042,4286,10
OTP,0,20140127,094045,4287,11
OTP,0,20140127,094045,4290,50
OTP,0,20140127,094049,4291,300
OTP,0,20140127,094053,4291,1264
OTP,0,20140127,094057,4292,360
OTP,0,20140127,094057,4294,10
OTP,0,20140127,094057,4295,1005
OTP,0,20140127,094104,4298,320
OTP,0,20140127,094104,4299,430
OTP,0,20140127,094104,4299,320
OTP,0,20140127,094104,4300,430
OTP,0,20140127,094105,4300,375
OTP,0,20140127,094110,4300,10
OTP,0,20140127,094114,4304,750
OTP,0,20140127,094114,4304,722
OTP,0,20140127,094114,4305,28
OTP,0,20140127,094114,4305,332
OTP,0,20140127,094114,4309,385
OTP,0,20140127,094114,4310,33
OTP,0,20140127,094114,4310,50
OTP,0,20140127,094118,4300,12
OTP,0,20140127,094200,4307,780
OTP,0,20140127,094200,4308,205
OTP,0,20140127,094209,4308,100
OTP,0,20140127,094212,4302,1500
OTP,0,20140127,094212,4300,1663
OTP,0,20140127,094213,4300,5
OTP,0,20140127,094220,4299,750
OTP,0,20140127,094220,4299,28
OTP,0,20140127,094220,4300,722
OTP,0,20140127,094221,4300,1110
OTP,0,20140127,094221,4300,38
OTP,0,20140127,094230,4299,77
OTP,0,20140127,094244,4295,300
OTP,0,20140127,094244,4299,100
OTP,0,20140127,094250,4299,40
OTP,0,20140127,094307,4299,1174
OTP,0,20140127,094307,4300,500
OTP,0,20140127,094309,4300,1500
OTP,0,20140127,094309,4300,1500
OTP,0,20140127,094309,4300,1500
OTP,0,20140127,094309,4300,1500
OTP,0,20140127,094311,4300,686
OTP,0,20140127,094311,4300,365
OTP,0,20140127,094312,4300,1500
OTP,0,20140127,094313,4300,200
OTP,0,20140127,094313,4300,514
OTP,0,20140127,094322,4293,50
OTP,0,20140127,094322,4292,300
OTP,0,20140127,094322,4291,1000
OTP,0,20140127,094323,4290,120
OTP,0,20140127,094324,4299,1602
OTP,0,20140127,094324,4300,3398
OTP,0,20140127,094331,4299,1000
OTP,0,20140127,094336,4293,500
OTP,0,20140127,094336,4291,1351
OTP,0,20140127,094337,4298,500
OTP,0,20140127,094337,4299,1513
OTP,0,20140127,094337,4300,2987
OTP,0,20140127,094344,4298,10
OTP,0,20140127,094344,4300,290
OTP,0,20140127,094346,4300,100
OTP,0,20140127,094346,4300,1500
OTP,0,20140127,094346,4300,1500
OTP,0,20140127,094347,4295,50
OTP,0,20140127,094347,4293,1500
OTP,0,20140127,094349,4299,950
OTP,0,20140127,094350,4300,550
OTP,0,20140127,094355,4291,149
OTP,0,20140127,094358,4291,451
OTP,0,20140127,094400,4290,50
OTP,0,20140127,094403,4290,694
OTP,0,20140127,094403,4291,350
OTP,0,20140127,094408,4292,380
OTP,0,20140127,094413,4290,50
OTP,0,20140127,094425,4293,880
OTP,0,20140127,094425,4290,1100
OTP,0,20140127,094427,4294,40
OTP,0,20140127,094435,4294,25
OTP,0,20140127,094437,4290,950
OTP,0,20140127,094450,4291,600
OTP,0,20140127,094450,4290,1000
OTP,0,20140127,094459,4293,20
OTP,0,20140127,094501,4290,50
OTP,0,20140127,094507,4290,710
OTP,0,20140127,094512,4288,30
OTP,0,20140127,094528,4289,40
OTP,0,20140127,094531,4290,276
OTP,0,20140127,094535,4290,100
OTP,0,20140127,094535,4290,100
OTP,0,20140127,094559,4290,25
OTP,0,20140127,094608,4290,1500
OTP,0,20140127,094619,4290,1931
OTP,0,20140127,094619,4290,569
OTP,0,20140127,094624,4290,585
OTP,0,20140127,094624,4290,710
OTP,0,20140127,094624,4290,751
OTP,0,20140127,094634,4293,1290
OTP,0,20140127,094634,4294,385
OTP,0,20140127,094634,4296,480
OTP,0,20140127,094634,4297,781
OTP,0,20140127,094634,4298,100
OTP,0,20140127,094634,4299,100
OTP,0,20140127,094634,4300,564
OTP,0,20140127,094637,4290,554
OTP,0,20140127,094641,4290,30
OTP,0,20140127,094650,4290,779
OTP,0,20140127,094710,4290,1827
OTP,0,20140127,094711,4290,781
OTP,0,20140127,094723,4290,1492
OTP,0,20140127,094727,4289,2500
OTP,0,20140127,094737,4289,1460
OTP,0,20140127,094737,4288,40
OTP,0,20140127,094737,4288,20
OTP,0,20140127,094737,4288,1500
OTP,0,20140127,094737,4288,1500
OTP,0,20140127,094738,4288,910
OTP,0,20140127,094800,4289,350
OTP,0,20140127,094808,4289,100
OTP,0,20140127,094810,4289,30
OTP,0,20140127,094830,4289,15
OTP,0,20140127,094835,4289,278
OTP,0,20140127,094851,4289,5
OTP,0,20140127,094909,4289,60
OTP,0,20140127,094909,4290,500
OTP,0,20140127,094911,4290,400
OTP,0,20140127,094926,4290,440
OTP,0,20140127,095037,4287,100
OTP,0,20140127,095057,4287,901
OTP,0,20140127,095057,4289,99
OTP,0,20140127,095107,4289,300
OTP,0,20140127,095109,4285,400
OTP,0,20140127,095124,4283,200
OTP,0,20140127,095125,4283,500
OTP,0,20140127,095132,4282,298
OTP,0,20140127,095132,4281,1100
OTP,0,20140127,095132,4280,749
OTP,0,20140127,095137,4284,1451
OTP,0,20140127,095156,4283,233
OTP,0,20140127,095200,4283,50
OTP,0,20140127,095213,4280,718
OTP,0,20140127,095217,4280,685
OTP,0,20140127,095229,4280,1183
OTP,0,20140127,095229,4283,100
OTP,0,20140127,095236,4279,300
OTP,0,20140127,095239,4277,125
OTP,0,20140127,095243,4276,822
OTP,0,20140127,095310,4276,50
OTP,0,20140127,095319,4276,1558
OTP,0,20140127,095323,4279,15
OTP,0,20140127,095359,4276,200
OTP,0,20140127,095408,4275,4602
OTP,0,20140127,095408,4273,1488
OTP,0,20140127,095410,4273,12
OTP,0,20140127,095410,4272,31
OTP,0,20140127,095410,4271,664
OTP,0,20140127,095413,4271,614
OTP,0,20140127,095413,4270,1479
OTP,0,20140127,095415,4270,1384
OTP,0,20140127,095416,4268,1000
OTP,0,20140127,095429,4270,17
OTP,0,20140127,095432,4266,100
OTP,0,20140127,095442,4269,30
OTP,0,20140127,095500,4266,100
