<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
OTP,0,20140130,092047,4167,47
OTP,0,20140130,092047,4166,447
OTP,0,20140130,092047,4165,1050
OTP,0,20140130,092135,4165,10
OTP,0,20140130,092135,4165,1258
OTP,0,20140130,092141,4165,3522
OTP,0,20140130,092142,4162,770
OTP,0,20140130,092149,4161,50
OTP,0,20140130,092151,4165,1500
OTP,0,20140130,092157,4165,215
OTP,0,20140130,092233,4165,70
OTP,0,20140130,092235,4165,43
OTP,0,20140130,092253,4166,549
OTP,0,20140130,092256,4165,100
OTP,0,20140130,092310,4165,15
OTP,0,20140130,092351,4165,75
OTP,0,20140130,092405,4162,60
OTP,0,20140130,092405,4161,940
OTP,0,20140130,092434,4165,230
OTP,0,20140130,092440,4165,773
OTP,0,20140130,092448,4165,1000
OTP,0,20140130,092449,4165,58
OTP,0,20140130,092449,4165,1000
OTP,0,20140130,092449,4166,61
OTP,0,20140130,092451,4162,2
OTP,0,20140130,092459,4162,98
OTP,0,20140130,092459,4161,418
OTP,0,20140130,092459,4160,484
OTP,0,20140130,092504,4167,50
OTP,0,20140130,092504,4165,50
OTP,0,20140130,092529,4163,27
OTP,0,20140130,092529,4160,3245
OTP,0,20140130,092529,4160,348
OTP,0,20140130,092530,4156,475
OTP,0,20140130,092530,4159,100
OTP,0,20140130,092534,4159,200
OTP,0,20140130,092537,4159,730
OTP,0,20140130,092537,4155,447
OTP,0,20140130,092537,4159,263
OTP,0,20140130,092540,4153,2363
OTP,0,20140130,092541,4152,4067
OTP,0,20140130,092553,4152,25
OTP,0,20140130,092559,4159,200
OTP,0,20140130,092616,4159,15
OTP,0,20140130,092623,4159,530
OTP,0,20140130,092632,4153,177
OTP,0,20140130,092632,4152,2621
OTP,0,20140130,092632,4151,1878
OTP,0,20140130,092632,4150,44221
OTP,0,20140130,092632,4150,10
OTP,0,20140130,092633,4152,347
OTP,0,20140130,092633,4150,968
OTP,0,20140130,092635,4149,7
OTP,0,20140130,092636,4147,300
OTP,0,20140130,092636,4145,1
OTP,0,20140130,092636,4144,200
OTP,0,20140130,092636,4141,299
OTP,0,20140130,092636,4141,32
OTP,0,20140130,092637,4141,469
OTP,0,20140130,092642,4140,2000
OTP,0,20140130,092642,4148,12
OTP,0,20140130,092642,4140,2214
OTP,0,20140130,092643,4139,100
OTP,0,20140130,092643,4135,900
OTP,0,20140130,092643,4135,200
OTP,0,20140130,092643,4135,133
OTP,0,20140130,092644,4133,350
OTP,0,20140130,092704,4148,50
OTP,0,20140130,092704,4131,1423
OTP,0,20140130,092707,4148,50
OTP,0,20140130,092708,4131,500
OTP,0,20140130,092708,4130,8109
OTP,0,20140130,092710,4130,5000
OTP,0,20140130,092713,4133,25
OTP,0,20140130,092725,4148,50
OTP,0,20140130,092727,4147,1000
OTP,0,20140130,092730,4135,1200
OTP,0,20140130,092735,4140,20
OTP,0,20140130,092740,4145,190
OTP,0,20140130,092740,4145,810
OTP,0,20140130,092745,4146,360
OTP,0,20140130,092749,4147,470
OTP,0,20140130,092759,4145,15
OTP,0,20140130,092801,4141,100
OTP,0,20140130,092804,4135,200
OTP,0,20140130,092808,4132,130
OTP,0,20140130,092809,4144,4
OTP,0,20140130,092813,4131,400
OTP,0,20140130,092825,4135,30
OTP,0,20140130,092829,4132,100
OTP,0,20140130,092830,4131,100
OTP,0,20140130,092833,4131,377
OTP,0,20140130,092833,4130,1623
OTP,0,20140130,092837,4130,539
OTP,0,20140130,092837,4132,90
OTP,0,20140130,092838,4130,1000
OTP,0,20140130,092839,4132,10
OTP,0,20140130,092839,4135,23
OTP,0,20140130,092841,4135,25
OTP,0,20140130,092847,4133,100
OTP,0,20140130,092850,4131,200
OTP,0,20140130,092851,4130,400
OTP,0,20140130,092852,4130,46
OTP,0,20140130,092854,4130,150
OTP,0,20140130,092856,4131,70
OTP,0,20140130,092856,4130,38
OTP,0,20140130,092903,4130,110
OTP,0,20140130,092905,4131,500
OTP,0,20140130,092908,4131,25
OTP,0,20140130,092908,4131,5
OTP,0,20140130,092912,4135,10
OTP,0,20140130,092923,4135,30
OTP,0,20140130,092943,4135,700
OTP,0,20140130,092944,4132,12
OTP,0,20140130,093003,4133,12
OTP,0,20140130,093010,4139,1
OTP,0,20140130,093011,4133,100
OTP,0,20140130,093042,4138,1000
OTP,0,20140130,093042,4139,1132
OTP,0,20140130,093042,4140,868
OTP,0,20140130,093048,4140,1500
OTP,0,20140130,093049,4135,200
OTP,0,20140130,093050,4140,1000
OTP,0,20140130,093056,4140,1000
OTP,0,20140130,093059,4140,500
OTP,0,20140130,093103,4140,500
OTP,0,20140130,093112,4134,300
OTP,0,20140130,093112,4133,474
OTP,0,20140130,093112,4132,901
OTP,0,20140130,093112,4131,325
OTP,0,20140130,093138,4131,335
OTP,0,20140130,093138,4130,1366
OTP,0,20140130,093146,4130,120
OTP,0,20140130,093158,4128,50
OTP,0,20140130,093158,4126,5
OTP,0,20140130,093158,4126,33
OTP,0,20140130,093202,4130,500
OTP,0,20140130,093207,4130,1500
OTP,0,20140130,093207,4130,200
OTP,0,20140130,093219,4130,1000
OTP,0,20140130,093224,4130,319
OTP,0,20140130,093242,4130,181
OTP,0,20140130,093246,4130,1000
OTP,0,20140130,093247,4127,200
OTP,0,20140130,093254,4130,100
OTP,0,20140130,093256,4130,1000
OTP,0,20140130,093256,4126,562
OTP,0,20140130,093258,4130,249
OTP,0,20140130,093301,4130,251
OTP,0,20140130,093307,4126,400
OTP,0,20140130,093308,4131,200
OTP,0,20140130,093311,4131,210
OTP,0,20140130,093311,4132,290
OTP,0,20140130,093322,4130,100
OTP,0,20140130,093324,4130,450
OTP,0,20140130,093325,4130,220
OTP,0,20140130,093327,4130,55
OTP,0,20140130,093328,4130,1000
OTP,0,20140130,093333,4132,220
OTP,0,20140130,093333,4130,500
OTP,0,20140130,093341,4131,500
OTP,0,20140130,093341,4130,1000
OTP,0,20140130,093346,4131,245
OTP,0,20140130,093356,4131,200
OTP,0,20140130,093357,4131,500
OTP,0,20140130,093414,4133,750
OTP,0,20140130,093414,4134,250
OTP,0,20140130,093416,4134,410
OTP,0,20140130,093416,4135,1590
OTP,0,20140130,093446,4135,50
OTP,0,20140130,093453,4135,71
OTP,0,20140130,093453,4136,79
OTP,0,20140130,093456,4136,60
OTP,0,20140130,093500,4136,250
OTP,0,20140130,093508,4136,221
OTP,0,20140130,093522,4139,460
OTP,0,20140130,093522,4140,2540
OTP,0,20140130,093526,4140,50
OTP,0,20140130,093528,4140,700
OTP,0,20140130,093539,4140,100
OTP,0,20140130,093544,4140,2150
OTP,0,20140130,093609,4147,200
OTP,0,20140130,093609,4148,440
OTP,0,20140130,093609,4149,60
OTP,0,20140130,093609,4149,222
OTP,0,20140130,093633,4149,100
OTP,0,20140130,093647,4147,116
OTP,0,20140130,093647,4149,100
OTP,0,20140130,093659,4149,400
OTP,0,20140130,093714,4148,221
OTP,0,20140130,093714,4149,52
OTP,0,20140130,093741,4147,50
OTP,0,20140130,093806,4148,45
OTP,0,20140130,093806,4149,255
OTP,0,20140130,093810,4149,600
OTP,0,20140130,093817,4149,100
OTP,0,20140130,093827,4149,250
OTP,0,20140130,093832,4149,240
OTP,0,20140130,093834,4149,24
OTP,0,20140130,093842,4149,410
OTP,0,20140130,093846,4150,734
OTP,0,20140130,093847,4150,1000
OTP,0,20140130,093930,4148,615
OTP,0,20140130,093930,4144,200
OTP,0,20140130,093937,4147,850
OTP,0,20140130,093940,4148,62
OTP,0,20140130,093944,4149,100
OTP,0,20140130,093948,4150,372
OTP,0,20140130,093948,4150,500
OTP,0,20140130,094001,4150,1868
OTP,0,20140130,094006,4150,15
OTP,0,20140130,094010,4148,100
OTP,0,20140130,094010,4148,100
OTP,0,20140130,094020,4150,501
OTP,0,20140130,094054,4146,33
OTP,0,20140130,094054,4143,836
OTP,0,20140130,094054,4142,131
OTP,0,20140130,094055,4142,466
OTP,0,20140130,094100,4148,460
OTP,0,20140130,094100,4149,740
OTP,0,20140130,094103,4148,326
OTP,0,20140130,094103,4149,674
OTP,0,20140130,094106,4149,55
OTP,0,20140130,094112,4141,288
OTP,0,20140130,094129,4149,200
OTP,0,20140130,094139,4149,140
OTP,0,20140130,094200,4149,100
OTP,0,20140130,094217,4149,26
OTP,0,20140130,094224,4149,274
OTP,0,20140130,094224,4150,1726
OTP,0,20140130,094226,4150,3004
OTP,0,20140130,094226,4150,410
OTP,0,20140130,094241,4150,50
OTP,0,20140130,094243,4151,319
OTP,0,20140130,094315,4151,31
OTP,0,20140130,094318,4151,29
OTP,0,20140130,094318,4150,1036
OTP,0,20140130,094322,4150,229
OTP,0,20140130,094332,4150,155
OTP,0,20140130,094333,4148,525
OTP,0,20140130,094336,4148,50
OTP,0,20140130,094341,4147,432
OTP,0,20140130,094341,4145,2500
OTP,0,20140130,094342,4147,260
OTP,0,20140130,094342,4141,1412
OTP,0,20140130,094348,4140,2976
OTP,0,20140130,094354,4140,2000
OTP,0,20140130,094354,4140,1757
OTP,0,20140130,094435,4146,2316
OTP,0,20140130,094435,4150,574
OTP,0,20140130,094505,4149,100
OTP,0,20140130,094505,4150,622
OTP,0,20140130,094556,4149,100
OTP,0,20140130,094556,4150,200
OTP,0,20140130,094608,4150,600
OTP,0,20140130,094617,4150,2000
OTP,0,20140130,094651,4150,2488
OTP,0,20140130,094736,4150,291
OTP,0,20140130,094803,4149,100
OTP,0,20140130,094805,4150,220
OTP,0,20140130,094805,4149,71
OTP,0,20140130,094806,4145,100
OTP,0,20140130,094850,4149,1000
OTP,0,20140130,094850,4150,1989
OTP,0,20140130,094856,4150,1311
OTP,0,20140130,094904,4142,25
OTP,0,20140130,094904,4141,45
OTP,0,20140130,094904,4141,298
OTP,0,20140130,094920,4149,95
OTP,0,20140130,094929,4149,50
OTP,0,20140130,094934,4149,715
OTP,0,20140130,094934,4150,3015
OTP,0,20140130,094951,4150,700
OTP,0,20140130,094955,4150,30
OTP,0,20140130,095002,4144,62
OTP,0,20140130,095033,4144,50
OTP,0,20140130,095038,4150,674
OTP,0,20140130,095043,4151,710
OTP,0,20140130,095043,4153,450
OTP,0,20140130,095043,4154,200
OTP,0,20140130,095043,4155,1430
OTP,0,20140130,095043,4158,50
OTP,0,20140130,095043,4159,160
OTP,0,20140130,095043,4159,120
OTP,0,20140130,095057,4158,550
OTP,0,20140130,095104,4150,2614
OTP,0,20140130,095214,4155,360
OTP,0,20140130,095244,4155,100
OTP,0,20140130,095257,4155,2500
OTP,0,20140130,095319,4155,410
OTP,0,20140130,095321,4156,430
OTP,0,20140130,095321,4157,440
OTP,0,20140130,095321,4159,1930
OTP,0,20140130,095321,4160,6961
OTP,0,20140130,095321,4161,25
OTP,0,20140130,095322,4160,239
OTP,0,20140130,095322,4155,1590
OTP,0,20140130,095348,4161,25
OTP,0,20140130,095354,4160,830
OTP,0,20140130,095356,4160,56
OTP,0,20140130,095356,4161,254
OTP,0,20140130,095437,4160,500
OTP,0,20140130,095441,4160,600
OTP,0,20140130,095502,4160,50
OTP,0,20140130,095604,4160,50
OTP,0,20140130,095621,4160,500
OTP,0,20140130,095624,4160,535
OTP,0,20140130,095631,4160,80
OTP,0,20140130,095714,4160,500
OTP,0,20140130,095715,4160,248
OTP,0,20140130,095833,4161,256
OTP,0,20140130,095901,4162,186
OTP,0,20140130,095908,4163,1193
OTP,0,20140130,095908,4164,600
OTP,0,20140130,095908,4165,312
OTP,0,20140130,095911,4165,313
OTP,0,20140130,095923,4166,490
OTP,0,20140130,095926,4165,304
OTP,0,20140130,095935,4168,390
OTP,0,20140130,095935,4170,755
OTP,0,20140130,095935,4170,55
OTP,0,20140130,095957,4169,240
OTP,0,20140130,100002,4169,3
OTP,0,20140130,100049,4166,60
OTP,0,20140130,100101,4165,40
OTP,0,20140130,100108,4169,170
OTP,0,20140130,100114,4165,1065
OTP,0,20140130,100116,4168,300
OTP,0,20140130,100144,4168,22
OTP,0,20140130,100150,4168,450
OTP,0,20140130,100209,4168,111
OTP,0,20140130,100234,4165,500
OTP,0,20140130,100304,4165,327
OTP,0,20140130,100344,4162,15
OTP,0,20140130,100405,4164,40
OTP,0,20140130,100444,4162,299
OTP,0,20140130,100444,4161,201
OTP,0,20140130,100529,4161,577
OTP,0,20140130,100529,4160,4423
OTP,0,20140130,100534,4161,30
OTP,0,20140130,100534,4164,220
OTP,0,20140130,100548,4161,285
OTP,0,20140130,100548,4162,15
OTP,0,20140130,100610,4160,15
OTP,0,20140130,100627,4160,340
OTP,0,20140130,100633,4160,1000
OTP,0,20140130,100640,4160,645
OTP,0,20140130,100641,4160,355
OTP,0,20140130,100650,4160,29
OTP,0,20140130,100707,4159,50
OTP,0,20140130,100719,4159,450
OTP,0,20140130,100719,4160,260
OTP,0,20140130,100719,4157,200
OTP,0,20140130,100719,4160,1000
OTP,0,20140130,100720,4156,200
OTP,0,20140130,100720,4155,200
OTP,0,20140130,100745,4160,30
OTP,0,20140130,100810,4156,40
OTP,0,20140130,100832,4156,30
OTP,0,20140130,100834,4156,15
OTP,0,20140130,100845,4156,100
OTP,0,20140130,100847,4152,300
OTP,0,20140130,100849,4156,370
OTP,0,20140130,100849,4160,517
OTP,0,20140130,100855,4160,613
OTP,0,20140130,100904,4160,100
OTP,0,20140130,100947,4160,1000
OTP,0,20140130,100952,4160,165
OTP,0,20140130,101003,4160,50
OTP,0,20140130,101004,4160,23
OTP,0,20140130,101009,4158,110
OTP,0,20140130,101013,4160,39
OTP,0,20140130,101021,4160,181
OTP,0,20140130,101033,4160,200
OTP,0,20140130,101114,4159,520
OTP,0,20140130,101124,4159,130
OTP,0,20140130,101205,4159,82
OTP,0,20140130,101224,4159,400
OTP,0,20140130,101240,4159,155
OTP,0,20140130,101246,4160,99
OTP,0,20140130,101254,4159,500
OTP,0,20140130,101303,4160,95
OTP,0,20140130,101313,4159,74
OTP,0,20140130,101429,4159,48
OTP,0,20140130,101452,4159,500
OTP,0,20140130,101527,4159,54
OTP,0,20140130,101532,4159,834
OTP,0,20140130,101532,4160,166
OTP,0,20140130,101532,4160,30
OTP,0,20140130,101544,4156,400
OTP,0,20140130,101544,4160,150
OTP,0,20140130,101551,4160,550
OTP,0,20140130,101555,4160,150
OTP,0,20140130,101639,4156,125
OTP,0,20140130,101639,4155,548
OTP,0,20140130,101702,4160,200
OTP,0,20140130,101715,4159,90
OTP,0,20140130,101715,4155,910
OTP,0,20140130,101723,4160,50
OTP,0,20140130,101733,4156,500
OTP,0,20140130,101733,4155,500
OTP,0,20140130,101734,4155,4176
OTP,0,20140130,101758,4160,480
OTP,0,20140130,101907,4157,2000
OTP,0,20140130,101933,4159,400
OTP,0,20140130,101933,4160,600
OTP,0,20140130,101957,4159,250
OTP,0,20140130,102004,4157,1000
OTP,0,20140130,102004,4157,370
OTP,0,20140130,102004,4157,527
OTP,0,20140130,102136,4157,155
OTP,0,20140130,102216,4157,250
OTP,0,20140130,102236,4157,50
OTP,0,20140130,102319,4156,500
OTP,0,20140130,102319,4155,85
OTP,0,20140130,102411,4155,909
OTP,0,20140130,102429,4155,50
OTP,0,20140130,102503,4159,465
OTP,0,20140130,102558,4159,500
OTP,0,20140130,102600,4159,299
OTP,0,20140130,102657,4159,100
OTP,0,20140130,102714,4159,23
OTP,0,20140130,102714,4160,37
OTP,0,20140130,102714,4160,1000
OTP,0,20140130,102740,4160,25
OTP,0,20140130,102748,4160,400
OTP,0,20140130,102758,4160,1000
OTP,0,20140130,102800,4160,1000
OTP,0,20140130,102804,4160,200
OTP,0,20140130,102814,4160,353
OTP,0,20140130,102932,4157,353
OTP,0,20140130,102955,4162,90
OTP,0,20140130,103040,4162,100
OTP,0,20140130,103143,4162,300
OTP,0,20140130,103156,4162,990
OTP,0,20140130,103223,4163,30
OTP,0,20140130,103248,4160,853
OTP,0,20140130,103359,4160,200
OTP,0,20140130,103401,4163,273
OTP,0,20140130,103412,4162,50
OTP,0,20140130,103437,4162,410
OTP,0,20140130,103437,4162,280
OTP,0,20140130,103509,4161,1000
OTP,0,20140130,103525,4162,400
OTP,0,20140130,103544,4162,282
OTP,0,20140130,103637,4162,100
OTP,0,20140130,103712,4162,400
OTP,0,20140130,103736,4160,11
OTP,0,20140130,103737,4160,100
OTP,0,20140130,103811,4160,1345
OTP,0,20140130,103812,4160,70
OTP,0,20140130,103836,4158,700
OTP,0,20140130,103856,4158,200
OTP,0,20140130,103953,4157,100
OTP,0,20140130,103957,4158,32
OTP,0,20140130,104014,4155,900
OTP,0,20140130,104106,4158,42
OTP,0,20140130,104107,4155,65
OTP,0,20140130,104151,4156,20
OTP,0,20140130,104151,4155,67
OTP,0,20140130,104151,4155,802
OTP,0,20140130,104152,4155,40
OTP,0,20140130,104228,4156,20
OTP,0,20140130,104240,4158,1000
OTP,0,20140130,104306,4157,985
OTP,0,20140130,104306,4158,1015
OTP,0,20140130,104314,4157,633
OTP,0,20140130,104314,4158,82
OTP,0,20140130,104353,4158,444
OTP,0,20140130,104353,4159,56
OTP,0,20140130,104356,4156,20
OTP,0,20140130,104740,4154,144
OTP,0,20140130,104752,4156,235
OTP,0,20140130,104824,4159,12
OTP,0,20140130,104857,4155,677
OTP,0,20140130,104858,4155,643
OTP,0,20140130,104858,4155,80
OTP,0,20140130,104919,4157,120
OTP,0,20140130,104941,4157,30
OTP,0,20140130,105004,4159,1000
OTP,0,20140130,105013,4159,16
OTP,0,20140130,105013,4160,99
OTP,0,20140130,105047,4160,575
OTP,0,20140130,105052,4160,200
OTP,0,20140130,105121,4154,96
OTP,0,20140130,105122,4160,490
OTP,0,20140130,105158,4160,681
OTP,0,20140130,105253,4159,7
OTP,0,20140130,105332,4159,240
OTP,0,20140130,105429,4156,435
OTP,0,20140130,105429,4155,1773
OTP,0,20140130,105429,4152,700
OTP,0,20140130,105429,4151,1871
OTP,0,20140130,105429,4150,2721
OTP,0,20140130,105430,4156,32
OTP,0,20140130,105430,4150,5975
OTP,0,20140130,105431,4150,666
OTP,0,20140130,105434,4145,650
OTP,0,20140130,105434,4144,100
OTP,0,20140130,105434,4142,33
OTP,0,20140130,105434,4141,112
OTP,0,20140130,105439,4145,31
OTP,0,20140130,105440,4140,1455
OTP,0,20140130,105444,4145,1005
OTP,0,20140130,105448,4146,380
OTP,0,20140130,105546,4147,600
OTP,0,20140130,105617,4147,25
OTP,0,20140130,105730,4145,385
OTP,0,20140130,105730,4147,115
OTP,0,20140130,105733,4141,311
OTP,0,20140130,105733,4140,1689
OTP,0,20140130,105741,4145,355
OTP,0,20140130,105741,4146,5
OTP,0,20140130,105755,4140,100
OTP,0,20140130,105851,4146,505
OTP,0,20140130,105851,4147,421
OTP,0,20140130,105851,4148,74
OTP,0,20140130,105922,4147,250
OTP,0,20140130,105957,4147,169
OTP,0,20140130,105957,4148,231
OTP,0,20140130,110025,4148,35
OTP,0,20140130,110025,4150,204
OTP,0,20140130,110025,4140,100
OTP,0,20140130,110054,4150,1832
OTP,0,20140130,110057,4150,1168
OTP,0,20140130,110209,4150,1245
OTP,0,20140130,110209,4151,255
OTP,0,20140130,110344,4150,37
OTP,0,20140130,110350,4149,100
OTP,0,20140130,110356,4149,60
OTP,0,20140130,110543,4146,4
OTP,0,20140130,110611,4144,265
OTP,0,20140130,110618,4141,181
OTP,0,20140130,110630,4141,1286
OTP,0,20140130,110630,4140,3714
OTP,0,20140130,110631,4140,1201
OTP,0,20140130,110631,4140,1780
OTP,0,20140130,110631,4140,425
OTP,0,20140130,110633,4140,929
OTP,0,20140130,110633,4139,191
OTP,0,20140130,110634,4136,914
OTP,0,20140130,110811,4139,360
OTP,0,20140130,110843,4137,30
OTP,0,20140130,110844,4136,355
OTP,0,20140130,110916,4139,1000
OTP,0,20140130,110916,4139,30
OTP,0,20140130,110917,4139,709
OTP,0,20140130,110918,4139,261
OTP,0,20140130,110918,4136,31
OTP,0,20140130,110918,4135,708
OTP,0,20140130,110918,4135,100
OTP,0,20140130,110918,4139,366
OTP,0,20140130,110919,4139,621
OTP,0,20140130,110919,4139,420
OTP,0,20140130,110920,4139,720
OTP,0,20140130,110925,4139,428
OTP,0,20140130,110925,4139,72
OTP,0,20140130,110928,4140,1000
OTP,0,20140130,110928,4140,928
OTP,0,20140130,110930,4135,809
OTP,0,20140130,110934,4140,40
OTP,0,20140130,110952,4139,250
OTP,0,20140130,111002,4139,250
OTP,0,20140130,111002,4140,2893
OTP,0,20140130,111003,4140,515
OTP,0,20140130,111003,4140,384
OTP,0,20140130,111003,4140,958
OTP,0,20140130,111003,4135,186
OTP,0,20140130,111004,4135,7075
OTP,0,20140130,111005,4135,1277
OTP,0,20140130,111005,4133,406
OTP,0,20140130,111015,4132,2337
OTP,0,20140130,111016,4132,486
OTP,0,20140130,111031,4138,100
OTP,0,20140130,111039,4138,100
OTP,0,20140130,111101,4135,500
OTP,0,20140130,111102,4132,425
OTP,0,20140130,111113,4135,859
OTP,0,20140130,111113,4135,141
OTP,0,20140130,111121,4135,1000
OTP,0,20140130,111131,4135,1155
OTP,0,20140130,111131,4135,499
OTP,0,20140130,111141,4137,20
OTP,0,20140130,111141,4138,2
OTP,0,20140130,111143,4137,20
OTP,0,20140130,111143,4135,1346
OTP,0,20140130,111150,4132,2000
OTP,0,20140130,111150,4132,145
OTP,0,20140130,111151,4131,550
OTP,0,20140130,111151,4135,200
OTP,0,20140130,111213,4133,50
OTP,0,20140130,111213,4131,430
OTP,0,20140130,111259,4135,100
OTP,0,20140130,111303,4134,200
OTP,0,20140130,111303,4135,280
OTP,0,20140130,111343,4133,7
OTP,0,20140130,111429,4135,99
OTP,0,20140130,111446,4135,200
OTP,0,20140130,111452,4136,1500
OTP,0,20140130,111453,4132,436
OTP,0,20140130,111457,4135,150
OTP,0,20140130,111513,4135,550
OTP,0,20140130,111513,4136,450
OTP,0,20140130,111530,4138,85
OTP,0,20140130,111552,4138,319
OTP,0,20140130,111605,4138,31
OTP,0,20140130,111635,4138,120
OTP,0,20140130,111656,4138,272
OTP,0,20140130,111656,4139,1000
OTP,0,20140130,111656,4141,228
OTP,0,20140130,111713,4141,100
OTP,0,20140130,111747,4141,200
OTP,0,20140130,111750,4141,18
OTP,0,20140130,111750,4141,200
OTP,0,20140130,111754,4141,134
OTP,0,20140130,111754,4143,632
OTP,0,20140130,111844,4138,794
OTP,0,20140130,111912,4147,411
OTP,0,20140130,111912,4149,309
