<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
OTP,0,20140122,090036,4600,14897
OTP,0,20140122,090237,4595,78
OTP,0,20140122,090237,4591,200
OTP,0,20140122,090248,4597,21
OTP,0,20140122,090251,4592,1000
OTP,0,20140122,090252,4600,2500
OTP,0,20140122,090253,4600,50
OTP,0,20140122,090305,4600,1264
OTP,0,20140122,090305,4605,1030
OTP,0,20140122,090305,4608,540
OTP,0,20140122,090305,4609,300
OTP,0,20140122,090305,4610,1866
OTP,0,20140122,090306,4610,4
OTP,0,20140122,090309,4602,360
OTP,0,20140122,090315,4605,1500
OTP,0,20140122,090316,4611,75
OTP,0,20140122,090329,4610,100
OTP,0,20140122,090329,4610,500
OTP,0,20140122,090330,4610,200
OTP,0,20140122,090335,4602,30
OTP,0,20140122,090353,4603,170
OTP,0,20140122,090401,4603,50
OTP,0,20140122,090402,4603,20
OTP,0,20140122,090420,4610,100
OTP,0,20140122,090422,4605,211
OTP,0,20140122,090430,4603,480
OTP,0,20140122,090430,4602,309
OTP,0,20140122,090431,4602,391
OTP,0,20140122,090431,4601,609
OTP,0,20140122,090432,4601,902
OTP,0,20140122,090432,4600,98
OTP,0,20140122,090432,4600,1000
OTP,0,20140122,090436,4602,490
OTP,0,20140122,090436,4600,1502
OTP,0,20140122,090437,4600,1298
OTP,0,20140122,090438,4600,210
OTP,0,20140122,090438,4600,1202
OTP,0,20140122,090439,4600,200
OTP,0,20140122,090442,4604,28
OTP,0,20140122,090445,4604,648
OTP,0,20140122,090445,4610,52
OTP,0,20140122,090446,4600,1000
OTP,0,20140122,090453,4604,933
OTP,0,20140122,090501,4604,67
OTP,0,20140122,090505,4600,1859
OTP,0,20140122,090509,4605,76
OTP,0,20140122,090522,4606,10
OTP,0,20140122,090542,4605,24
OTP,0,20140122,090542,4601,76
OTP,0,20140122,090554,4605,200
OTP,0,20140122,090605,4605,3000
OTP,0,20140122,090611,4605,20
OTP,0,20140122,090615,4602,937
OTP,0,20140122,090627,4605,398
OTP,0,20140122,090643,4602,50
OTP,0,20140122,090646,4605,1000
OTP,0,20140122,090647,4605,409
OTP,0,20140122,090647,4602,140
OTP,0,20140122,090651,4602,25
OTP,0,20140122,090651,4604,1000
OTP,0,20140122,090651,4604,1000
OTP,0,20140122,090712,4605,100
OTP,0,20140122,090737,4604,1000
OTP,0,20140122,090753,4604,50
OTP,0,20140122,090759,4604,174
OTP,0,20140122,090759,4605,320
OTP,0,20140122,090803,4605,6
OTP,0,20140122,090808,4605,1000
OTP,0,20140122,090816,4605,72
OTP,0,20140122,090816,4605,66
OTP,0,20140122,090840,4605,50
OTP,0,20140122,090845,4605,800
OTP,0,20140122,090850,4604,100
OTP,0,20140122,090859,4605,40
OTP,0,20140122,090903,4605,16
OTP,0,20140122,090904,4606,10
OTP,0,20140122,090904,4607,16
OTP,0,20140122,090904,4608,1100
OTP,0,20140122,090906,4605,84
OTP,0,20140122,090906,4604,100
OTP,0,20140122,090906,4603,150
OTP,0,20140122,090906,4602,866
OTP,0,20140122,090907,4609,1000
OTP,0,20140122,090919,4608,40
OTP,0,20140122,090930,4608,600
OTP,0,20140122,090944,4604,1000
OTP,0,20140122,090945,4604,1000
OTP,0,20140122,090948,4604,545
OTP,0,20140122,090951,4604,260
OTP,0,20140122,091008,4608,1000
OTP,0,20140122,091011,4606,150
OTP,0,20140122,091015,4605,1514
OTP,0,20140122,091023,4609,200
OTP,0,20140122,091024,4609,431
OTP,0,20140122,091024,4610,769
OTP,0,20140122,091024,4605,3000
OTP,0,20140122,091027,4610,379
OTP,0,20140122,091031,4610,621
OTP,0,20140122,091032,4609,379
